Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
30.08.2023 00:30,112,35.4,12.6
30.08.2023 00:00,112,35.4,12.6
29.08.2023 23:30,112,35.4,12.7
29.08.2023 23:00,113,36.3,12.7
29.08.2023 22:30,114,37.3,12.7
29.08.2023 22:00,114,37.3,12.6
29.08.2023 21:30,115,38.4,12.6
29.08.2023 21:00,115,38.4,12.5
29.08.2023 20:30,116,39.4,12.5
29.08.2023 20:00,116,39.4,12.4
29.08.2023 19:30,117,40.4,12.5
29.08.2023 19:00,117,40.4,12.5
29.08.2023 18:30,118,41.5,12.6
29.08.2023 18:00,118,41.5,12.6
29.08.2023 17:30,119,42.6,12.6
29.08.2023 17:00,120,43.6,12.6
29.08.2023 16:30,120,43.6,12.5
29.08.2023 16:00,121,44.7,12.4
29.08.2023 15:30,121,44.7,12.4
29.08.2023 15:00,122,45.9,12.4
29.08.2023 14:30,122,45.9,12.3
29.08.2023 14:00,123,47.0,12.3
29.08.2023 13:30,123,47.0,12.2
29.08.2023 13:00,124,48.1,12.1
29.08.2023 12:30,125,49.1,11.9
29.08.2023 12:00,125,49.1,11.8
29.08.2023 11:30,126,50.2,11.6
29.08.2023 11:00,126,50.2,11.6
29.08.2023 10:30,126,50.2,11.5
29.08.2023 10:00,127,51.2,11.3
29.08.2023 09:30,127,51.2,11.2
29.08.2023 09:00,130,54.3,11.1
29.08.2023 08:30,129,53.3,11.1
29.08.2023 08:00,130,54.3,11.0
29.08.2023 07:30,131,55.3,10.9
29.08.2023 07:00,131,55.3,10.9
29.08.2023 06:30,133,57.4,10.9
29.08.2023 06:00,134,58.4,10.9
29.08.2023 05:30,135,59.4,11.0
29.08.2023 05:00,136,60.5,11.0
29.08.2023 04:30,136,60.5,11.2
29.08.2023 04:00,137,61.5,11.4
29.08.2023 03:30,137,61.5,11.8
29.08.2023 03:00,138,62.5,12.3
29.08.2023 02:30,138,62.5,13.1
29.08.2023 02:00,138,62.5,13.7
29.08.2023 01:30,138,62.5,13.9
29.08.2023 01:00,138,62.5,13.8
29.08.2023 00:30,136,60.5,13.8
29.08.2023 00:00,134,58.4,14.1
28.08.2023 23:30,130,54.3,14.4
28.08.2023 23:00,122,45.9,14.5
28.08.2023 22:30,114,37.3,14.7
28.08.2023 22:00,108,31.6,15.0
28.08.2023 21:30,103,27.1,15.1
28.08.2023 21:00,95,20.5,15.2
28.08.2023 20:30,86,13.9,15.3
28.08.2023 20:00,83,12.0,15.4
28.08.2023 19:30,82,11.4,15.4
28.08.2023 19:00,81,10.8,15.4
28.08.2023 18:30,80,10.2,15.4
28.08.2023 18:00,80,10.2,15.4
28.08.2023 17:30,79,9.57,15.5
28.08.2023 17:00,77,8.44,15.6
28.08.2023 16:30,76,7.89,15.7
28.08.2023 16:00,74,6.84,15.7
28.08.2023 15:30,73,6.34,15.7
28.08.2023 15:00,72,5.85,15.7
28.08.2023 14:30,72,5.85,15.7
28.08.2023 14:00,72,5.85,15.8
28.08.2023 13:30,71,5.38,15.8
28.08.2023 13:00,72,5.85,15.8
28.08.2023 12:30,72,5.85,15.8
28.08.2023 12:00,72,5.85,15.8
28.08.2023 11:30,72,5.85,15.7
28.08.2023 11:00,72,5.85,15.7
28.08.2023 10:30,71,5.38,15.7
28.08.2023 10:00,71,5.38,15.6
28.08.2023 09:30,71,5.38,15.5
28.08.2023 09:00,71,5.38,15.5
28.08.2023 08:30,72,5.85,15.4
28.08.2023 08:00,72,5.85,15.4
28.08.2023 07:30,72,5.85,15.4
28.08.2023 07:00,72,5.85,15.4
28.08.2023 06:30,72,5.85,15.4
28.08.2023 06:00,71,5.38,15.4
28.08.2023 05:30,71,5.38,15.4
28.08.2023 05:00,71,5.38,15.4
28.08.2023 04:30,72,5.85,15.4
28.08.2023 04:00,72,5.85,15.4
28.08.2023 03:30,72,5.85,15.4
28.08.2023 03:00,72,5.85,15.5
28.08.2023 02:30,72,5.85,15.5
28.08.2023 02:00,72,5.85,15.6
28.08.2023 01:30,72,5.85,15.7
28.08.2023 01:00,72,5.85,15.8
28.08.2023 00:30,72,5.85,16.0
28.08.2023 00:00,72,5.85,16.1
27.08.2023 23:30,72,5.85,16.3
27.08.2023 23:00,72,5.85,16.4
27.08.2023 22:30,72,5.85,16.5
27.08.2023 22:00,72,5.85,16.7
27.08.2023 21:30,72,5.85,16.8
27.08.2023 21:00,72,5.85,17.0
27.08.2023 20:30,72,5.85,17.1
27.08.2023 20:00,72,5.85,17.3
27.08.2023 19:30,72,5.85,17.4
27.08.2023 19:00,72,5.85,17.5
27.08.2023 18:30,72,5.85,17.6
27.08.2023 18:00,72,5.85,17.7
27.08.2023 17:30,72,5.85,17.7
27.08.2023 17:00,72,5.85,17.8
27.08.2023 16:30,72,5.85,17.7
27.08.2023 16:00,72,5.85,17.7
27.08.2023 15:30,72,5.85,17.6
27.08.2023 15:00,72,5.85,17.5
27.08.2023 14:30,72,5.85,17.4
27.08.2023 14:00,73,6.34,17.3
27.08.2023 13:30,73,6.34,17.1
27.08.2023 13:00,71,5.38,16.9
27.08.2023 12:30,71,5.38,16.6
27.08.2023 12:00,71,5.38,16.3
27.08.2023 11:30,72,5.85,16.0
27.08.2023 11:00,71,5.38,15.9
27.08.2023 10:30,72,5.85,15.7
27.08.2023 10:00,72,5.85,15.6
27.08.2023 09:30,72,5.85,15.5
27.08.2023 09:00,72,5.85,15.5
27.08.2023 08:30,72,5.85,15.4
27.08.2023 08:00,72,5.85,15.4
27.08.2023 07:30,72,5.85,15.4
27.08.2023 07:00,72,5.85,15.4
27.08.2023 06:30,72,5.85,15.4
27.08.2023 06:00,72,5.85,15.4
27.08.2023 05:30,72,5.85,15.4
27.08.2023 05:00,72,5.85,15.4
27.08.2023 04:30,72,5.85,15.4
27.08.2023 04:00,72,5.85,15.5
27.08.2023 03:30,72,5.85,15.5
27.08.2023 03:00,72,5.85,15.6
