Datum,Vodostaj [cm],Pretok [mÂ³/s],Temperatura vode [Â°C]
17.08.2023 00:30,110,0.442,22.9
17.08.2023 00:00,110,0.442,23.1
16.08.2023 23:30,111,0.470,23.2
16.08.2023 23:00,110,0.442,23.5
16.08.2023 22:30,111,0.470,23.7
16.08.2023 22:00,111,0.470,23.8
16.08.2023 21:30,111,0.470,24.0
16.08.2023 21:00,111,0.470,24.1
16.08.2023 20:30,112,0.500,24.3
16.08.2023 20:00,112,0.500,24.4
16.08.2023 19:30,112,0.500,24.6
16.08.2023 19:00,113,0.530,24.7
16.08.2023 18:30,113,0.530,24.8
16.08.2023 18:00,113,0.530,24.9
16.08.2023 17:30,113,0.530,25.1
16.08.2023 17:00,113,0.530,25.1
16.08.2023 16:30,113,0.530,25.1
16.08.2023 16:00,114,0.562,25.0
16.08.2023 15:30,114,0.562,24.9
16.08.2023 15:00,114,0.562,24.7
16.08.2023 14:30,116,0.628,24.5
16.08.2023 14:00,117,0.663,24.1
16.08.2023 13:30,120,0.774,23.8
16.08.2023 13:00,124,0.939,23.4
16.08.2023 12:30,129,1.22,22.8
16.08.2023 12:00,135,1.59,22.4
16.08.2023 11:30,140,1.94,22.5
16.08.2023 11:00,145,2.31,22.8
16.08.2023 10:30,145,2.31,22.7
16.08.2023 10:00,138,1.80,22.7
16.08.2023 09:30,127,1.10,22.6
16.08.2023 09:00,124,0.939,22.5
16.08.2023 08:30,129,1.22,22.3
16.08.2023 08:00,135,1.59,22.0
16.08.2023 07:30,142,2.08,21.9
16.08.2023 07:00,148,2.54,22.0
16.08.2023 06:30,151,2.78,22.2
16.08.2023 06:00,151,2.78,22.1
16.08.2023 05:30,145,2.31,22.3
16.08.2023 05:00,134,1.53,22.4
16.08.2023 04:30,127,1.10,22.5
16.08.2023 04:00,126,1.04,22.6
16.08.2023 03:30,125,0.985,22.7
16.08.2023 03:00,126,1.04,22.8
16.08.2023 02:30,127,1.10,22.8
16.08.2023 02:00,130,1.28,22.8
16.08.2023 01:30,135,1.59,22.6
16.08.2023 01:00,141,2.01,22.5
16.08.2023 00:30,146,2.39,22.6
16.08.2023 00:00,151,2.78,22.8
15.08.2023 23:30,153,2.95,23.1
15.08.2023 23:00,152,2.86,23.2
15.08.2023 22:30,148,2.54,22.6
15.08.2023 22:00,139,1.87,22.3
15.08.2023 21:30,125,0.985,22.4
15.08.2023 21:00,119,0.736,22.5
15.08.2023 20:30,119,0.736,22.7
15.08.2023 20:00,120,0.774,22.8
15.08.2023 19:30,120,0.774,23.0
15.08.2023 19:00,120,0.774,23.2
15.08.2023 18:30,121,0.814,23.4
15.08.2023 18:00,120,0.774,23.5
15.08.2023 17:30,119,0.736,23.6
15.08.2023 17:00,118,0.699,23.6
15.08.2023 16:30,117,0.663,23.6
15.08.2023 16:00,117,0.663,23.5
15.08.2023 15:30,117,0.663,23.2
15.08.2023 15:00,117,0.663,23.0
15.08.2023 14:30,117,0.663,22.8
15.08.2023 14:00,117,0.663,22.5
15.08.2023 13:30,116,0.628,22.2
15.08.2023 13:00,116,0.628,22.0
15.08.2023 12:30,116,0.628,21.8
15.08.2023 12:00,116,0.628,21.5
15.08.2023 11:30,116,0.628,21.3
15.08.2023 11:00,115,0.595,21.1
15.08.2023 10:30,115,0.595,20.9
15.08.2023 10:00,115,0.595,20.7
15.08.2023 09:30,115,0.595,20.5
15.08.2023 09:00,114,0.562,20.4
15.08.2023 08:30,114,0.562,20.3
15.08.2023 08:00,114,0.562,20.3
15.08.2023 07:30,113,0.530,20.3
15.08.2023 07:00,113,0.530,20.3
15.08.2023 06:30,113,0.530,20.4
15.08.2023 06:00,113,0.530,20.5
15.08.2023 05:30,113,0.530,20.6
15.08.2023 05:00,113,0.530,20.6
15.08.2023 04:30,114,0.562,20.7
15.08.2023 04:00,114,0.562,20.9
15.08.2023 03:30,114,0.562,21.0
15.08.2023 03:00,114,0.562,21.1
15.08.2023 02:30,114,0.562,21.2
15.08.2023 02:00,115,0.595,21.3
15.08.2023 01:30,115,0.595,21.3
15.08.2023 01:00,115,0.595,21.4
15.08.2023 00:30,115,0.595,21.5
15.08.2023 00:00,115,0.595,21.7
14.08.2023 23:30,115,0.595,21.8
14.08.2023 23:00,115,0.595,22.0
14.08.2023 22:30,116,0.628,22.2
14.08.2023 22:00,116,0.628,22.4
14.08.2023 21:30,116,0.628,22.5
14.08.2023 21:00,116,0.628,22.7
14.08.2023 20:30,117,0.663,22.8
14.08.2023 20:00,117,0.663,22.9
14.08.2023 19:30,118,0.699,23.1
14.08.2023 19:00,117,0.663,23.2
14.08.2023 18:30,118,0.699,23.5
14.08.2023 18:00,118,0.699,23.6
14.08.2023 17:30,118,0.699,23.6
14.08.2023 17:00,118,0.699,23.6
14.08.2023 16:30,119,0.736,23.6
14.08.2023 16:00,119,0.736,23.5
