Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
31.07.2023 01:30,116,-,8.2
31.07.2023 02:00,116,-,8.2
31.07.2023 02:30,116,-,8.2
31.07.2023 03:00,116,-,8.2
31.07.2023 03:30,116,-,8.2
31.07.2023 04:00,115,-,8.2
31.07.2023 04:30,115,-,8.2
31.07.2023 05:00,115,-,8.2
31.07.2023 05:30,115,-,8.2
31.07.2023 06:00,115,-,8.2
31.07.2023 06:30,115,-,8.2
31.07.2023 07:00,115,-,8.2
31.07.2023 07:30,115,-,8.2
31.07.2023 08:00,115,-,8.3
31.07.2023 08:30,115,-,8.3
31.07.2023 09:00,115,-,8.4
31.07.2023 09:30,115,-,8.4
31.07.2023 10:00,115,-,8.4
31.07.2023 10:30,115,-,8.5
31.07.2023 11:00,115,-,8.5
31.07.2023 11:30,115,-,8.6
31.07.2023 12:00,115,-,8.6
31.07.2023 12:30,114,-,8.6
31.07.2023 13:00,114,-,8.6
31.07.2023 13:30,114,-,8.7
31.07.2023 14:00,114,-,8.7
31.07.2023 14:30,115,-,8.8
31.07.2023 15:00,115,-,8.8
31.07.2023 15:30,115,-,8.9
31.07.2023 16:00,114,-,8.9
31.07.2023 16:30,115,-,8.8
31.07.2023 17:00,114,-,8.8
31.07.2023 17:30,114,-,8.8
31.07.2023 18:00,114,-,8.7
31.07.2023 18:30,114,-,8.6
31.07.2023 19:00,114,-,8.5
31.07.2023 19:30,114,-,8.4
31.07.2023 20:00,114,-,8.4
31.07.2023 20:30,113,-,8.4
31.07.2023 21:00,113,-,8.3
31.07.2023 21:30,113,-,8.3
31.07.2023 22:00,113,-,8.3
31.07.2023 22:30,113,-,8.3
31.07.2023 23:00,113,-,8.2
31.07.2023 23:30,113,-,8.2
01.08.2023 00:00,113,-,8.2
01.08.2023 00:30,113,-,8.2
01.08.2023 01:00,113,-,8.2
01.08.2023 01:30,113,-,8.2
01.08.2023 02:00,113,-,8.2
01.08.2023 02:30,113,-,8.2
