Datum,Temperatura vode [Â°C],ViÅ¡ina valov [m],Vrednost periode valov [s],Smer valov [Â°],Hitrost morskega toka [cm/s],Smer morskega toka [Â°],Maksimalna viÅ¡ina valov [m]
18.07.2023 09:30,27.5,0.23,2,260,6,193,0.35
18.07.2023 09:00,27.5,0.22,2,90,7,207,0.32
18.07.2023 08:30,27.4,0.21,2,214,7,187,0.31
18.07.2023 08:00,27.5,0.19,2,233,10,254,0.29
18.07.2023 07:30,27.6,0.14,2,181,14,247,0.17
18.07.2023 07:00,27.6,0.15,2,288,3,230,0.28
18.07.2023 06:30,27.7,0.12,2,222,4,10,0.19
18.07.2023 06:00,27.8,0.14,2,246,12,5,0.22
18.07.2023 05:30,27.9,0.13,2,250,12,340,0.18
18.07.2023 05:00,27.9,0.12,2,20,24,321,0.24
18.07.2023 04:30,27.9,0.11,2,22,26,346,0.18
18.07.2023 04:00,28.0,0.10,2,69,17,331,0.13
18.07.2023 03:30,28.0,0.10,2,1,9,348,0.17
18.07.2023 03:00,28.1,0.10,2,304,9,321,0.14
18.07.2023 02:30,28.0,0.12,2,216,3,299,0.18
18.07.2023 02:00,28.1,0.11,2,219,8,14,0.16
18.07.2023 01:30,28.2,0.11,2,235,9,4,0.14
