Datum,Vodostaj [cm],Pretok [mÂ³/s],Temperatura vode [Â°C]
17.08.2023 00:30,114,0.022,19.1
17.08.2023 00:00,114,0.022,19.2
16.08.2023 23:30,114,0.022,19.3
16.08.2023 23:00,114,0.022,19.4
16.08.2023 22:30,114,0.022,19.5
16.08.2023 22:00,114,0.022,19.6
16.08.2023 21:30,114,0.022,19.7
16.08.2023 21:00,114,0.022,19.8
16.08.2023 20:30,114,0.022,20.0
16.08.2023 20:00,114,0.022,20.1
16.08.2023 19:30,114,0.022,20.2
16.08.2023 19:00,114,0.022,20.3
16.08.2023 18:30,116,0.029,20.3
16.08.2023 18:00,116,0.029,20.4
16.08.2023 17:30,116,0.029,20.4
16.08.2023 17:00,116,0.029,20.4
16.08.2023 16:30,116,0.029,20.3
16.08.2023 16:00,116,0.029,20.3
16.08.2023 15:30,116,0.029,20.2
16.08.2023 15:00,116,0.029,20.1
16.08.2023 14:30,116,0.029,19.9
16.08.2023 14:00,116,0.029,19.7
16.08.2023 13:30,116,0.029,19.4
16.08.2023 13:00,115,0.026,19.2
16.08.2023 12:30,114,0.022,18.9
16.08.2023 12:00,114,0.022,18.6
16.08.2023 11:30,114,0.022,18.4
16.08.2023 11:00,114,0.022,18.2
16.08.2023 10:30,114,0.022,18.0
16.08.2023 10:00,114,0.022,17.7
16.08.2023 09:30,114,0.022,17.6
16.08.2023 09:00,114,0.022,17.6
16.08.2023 08:30,114,0.022,17.6
16.08.2023 08:00,114,0.022,17.6
16.08.2023 07:30,114,0.022,17.6
16.08.2023 07:00,114,0.022,17.7
16.08.2023 06:30,114,0.022,17.9
16.08.2023 06:00,114,0.022,17.9
16.08.2023 05:30,114,0.022,18.1
16.08.2023 05:00,114,0.022,18.1
16.08.2023 04:30,114,0.022,18.2
16.08.2023 04:00,114,0.022,18.3
16.08.2023 03:30,114,0.022,18.3
16.08.2023 03:00,114,0.022,18.4
16.08.2023 02:30,114,0.022,18.5
16.08.2023 02:00,114,0.022,18.6
16.08.2023 01:30,114,0.022,18.7
16.08.2023 01:00,114,0.022,18.8
16.08.2023 00:30,114,0.022,18.9
16.08.2023 00:00,114,0.022,19.0
15.08.2023 23:30,114,0.022,19.1
15.08.2023 23:00,114,0.022,19.2
15.08.2023 22:30,114,0.022,19.3
15.08.2023 22:00,114,0.022,19.4
15.08.2023 21:30,114,0.022,19.5
15.08.2023 21:00,114,0.022,19.6
15.08.2023 20:30,114,0.022,19.7
15.08.2023 20:00,115,0.026,19.8
15.08.2023 19:30,115,0.026,20.0
15.08.2023 19:00,116,0.029,20.0
15.08.2023 18:30,116,0.029,20.1
15.08.2023 18:00,116,0.029,20.2
15.08.2023 17:30,116,0.029,20.2
15.08.2023 17:00,116,0.029,20.2
15.08.2023 16:30,116,0.029,20.2
15.08.2023 16:00,116,0.029,20.1
15.08.2023 15:30,116,0.029,19.9
15.08.2023 15:00,116,0.029,19.8
15.08.2023 14:30,116,0.029,19.6
15.08.2023 14:00,116,0.029,19.4
15.08.2023 13:30,116,0.029,19.1
15.08.2023 13:00,116,0.029,18.9
15.08.2023 12:30,115,0.026,18.6
15.08.2023 12:00,115,0.026,18.4
15.08.2023 11:30,114,0.022,18.1
15.08.2023 11:00,114,0.022,17.9
15.08.2023 10:30,114,0.022,17.6
15.08.2023 10:00,114,0.022,17.5
15.08.2023 09:30,114,0.022,17.4
15.08.2023 09:00,114,0.022,17.3
15.08.2023 08:30,114,0.022,17.3
15.08.2023 08:00,114,0.022,17.3
15.08.2023 07:30,114,0.022,17.3
15.08.2023 07:00,114,0.022,17.4
15.08.2023 06:30,114,0.022,17.4
15.08.2023 06:00,114,0.022,17.5
15.08.2023 05:30,114,0.022,17.6
15.08.2023 05:00,114,0.022,17.7
15.08.2023 04:30,114,0.022,17.9
15.08.2023 04:00,114,0.022,18.0
15.08.2023 03:30,114,0.022,18.1
15.08.2023 03:00,115,0.026,18.2
15.08.2023 02:30,114,0.022,18.4
15.08.2023 02:00,115,0.026,18.5
15.08.2023 01:30,115,0.026,18.6
15.08.2023 01:00,115,0.026,18.7
15.08.2023 00:30,115,0.026,18.8
15.08.2023 00:00,115,0.026,18.9
14.08.2023 23:30,116,0.029,19.0
14.08.2023 23:00,116,0.029,19.1
14.08.2023 22:30,116,0.029,19.2
14.08.2023 22:00,115,0.026,19.4
14.08.2023 21:30,115,0.026,19.5
14.08.2023 21:00,115,0.026,19.6
14.08.2023 20:30,116,0.029,19.8
14.08.2023 20:00,115,0.026,20.0
14.08.2023 19:30,116,0.029,20.1
14.08.2023 19:00,116,0.029,20.2
14.08.2023 18:30,116,0.029,20.3
14.08.2023 18:00,116,0.029,20.3
14.08.2023 17:30,116,0.029,20.3
14.08.2023 17:00,116,0.029,20.3
14.08.2023 16:30,116,0.029,20.3
14.08.2023 16:00,116,0.029,20.2
14.08.2023 15:30,116,0.029,20.1
14.08.2023 15:00,116,0.029,20.0
14.08.2023 14:30,116,0.029,19.8
14.08.2023 14:00,116,0.029,19.5
14.08.2023 13:30,116,0.029,19.3
14.08.2023 13:00,116,0.029,19.1
14.08.2023 12:30,116,0.029,18.8
14.08.2023 12:00,115,0.026,18.6
14.08.2023 11:30,115,0.026,18.3
14.08.2023 11:00,115,0.026,18.1
14.08.2023 10:30,114,0.022,17.9
14.08.2023 10:00,116,0.029,17.7
14.08.2023 09:30,116,0.029,17.6
14.08.2023 09:00,116,0.029,17.6
14.08.2023 08:30,116,0.029,17.6
14.08.2023 08:00,116,0.029,17.6
14.08.2023 07:30,115,0.026,17.7
14.08.2023 07:00,115,0.026,17.9
14.08.2023 06:30,115,0.026,18.0
14.08.2023 06:00,115,0.026,18.0
14.08.2023 05:30,116,0.029,18.1
14.08.2023 05:00,116,0.029,18.2
14.08.2023 04:30,115,0.026,18.3
14.08.2023 04:00,116,0.029,18.4
14.08.2023 03:30,116,0.029,18.5
14.08.2023 03:00,115,0.026,18.6
14.08.2023 02:30,116,0.029,18.6
14.08.2023 02:00,116,0.029,18.7
14.08.2023 01:30,116,0.029,18.8
14.08.2023 01:00,116,0.029,18.8
14.08.2023 00:30,116,0.029,18.9
14.08.2023 00:00,116,0.029,19.0
13.08.2023 23:30,116,0.029,19.1
13.08.2023 23:00,116,0.029,19.2
13.08.2023 22:30,114,0.022,19.3
13.08.2023 22:00,114,0.022,19.4
13.08.2023 21:30,116,0.029,19.5
13.08.2023 21:00,116,0.029,19.6
13.08.2023 20:30,116,0.029,19.7
13.08.2023 20:00,116,0.029,19.8
13.08.2023 19:30,116,0.029,20.0
13.08.2023 19:00,116,0.029,20.0
13.08.2023 18:30,116,0.029,20.1
13.08.2023 18:00,116,0.029,20.1
13.08.2023 17:30,116,0.029,20.1
13.08.2023 17:00,116,0.029,20.1
13.08.2023 16:30,116,0.029,20.1
13.08.2023 16:00,116,0.029,20.0
13.08.2023 15:30,116,0.029,19.9
13.08.2023 15:00,116,0.029,19.7
13.08.2023 14:30,116,0.029,19.6
13.08.2023 14:00,116,0.029,19.3
13.08.2023 13:30,116,0.029,19.1
13.08.2023 13:00,116,0.029,18.8
13.08.2023 12:30,116,0.029,18.6
13.08.2023 12:00,116,0.029,18.3
13.08.2023 11:30,116,0.029,18.0
13.08.2023 11:00,116,0.029,17.7
13.08.2023 10:30,116,0.029,17.5
13.08.2023 10:00,116,0.029,17.3
13.08.2023 09:30,116,0.029,17.2
13.08.2023 09:00,116,0.029,17.2
13.08.2023 08:30,116,0.029,17.1
13.08.2023 08:00,116,0.029,17.1
13.08.2023 07:30,116,0.029,17.1
13.08.2023 07:00,116,0.029,17.2
13.08.2023 06:30,116,0.029,17.2
13.08.2023 06:00,116,0.029,17.3
13.08.2023 05:30,116,0.029,17.4
13.08.2023 05:00,116,0.029,17.4
13.08.2023 04:30,116,0.029,17.5
13.08.2023 04:00,116,0.029,17.6
13.08.2023 03:30,116,0.029,17.7
13.08.2023 03:00,116,0.029,17.9
13.08.2023 02:30,116,0.029,18.0
13.08.2023 02:00,116,0.029,18.1
13.08.2023 01:30,116,0.029,18.2
13.08.2023 01:00,116,0.029,18.3
13.08.2023 00:30,116,0.029,18.4
13.08.2023 00:00,116,0.029,18.5
12.08.2023 23:30,116,0.029,18.6
12.08.2023 23:00,116,0.029,18.7
12.08.2023 22:30,116,0.029,18.8
12.08.2023 22:00,116,0.029,18.9
12.08.2023 21:30,116,0.029,19.0
12.08.2023 21:00,116,0.029,19.1
12.08.2023 20:30,116,0.029,19.3
12.08.2023 20:00,116,0.029,19.4
12.08.2023 19:30,116,0.029,19.5
12.08.2023 19:00,116,0.029,19.6
12.08.2023 18:30,116,0.029,19.7
12.08.2023 18:00,116,0.029,19.8
12.08.2023 17:30,116,0.029,19.8
12.08.2023 17:00,116,0.029,19.8
12.08.2023 16:30,116,0.029,19.8
12.08.2023 16:00,116,0.029,19.7
12.08.2023 15:30,116,0.029,19.6
12.08.2023 15:00,116,0.029,19.5
12.08.2023 14:30,116,0.029,19.3
12.08.2023 14:00,116,0.029,19.0
12.08.2023 13:30,116,0.029,18.8
12.08.2023 13:00,116,0.029,18.6
12.08.2023 12:30,116,0.029,18.3
12.08.2023 12:00,116,0.029,18.0
12.08.2023 11:30,116,0.029,17.7
12.08.2023 11:00,116,0.029,17.4
12.08.2023 10:30,116,0.029,17.2
12.08.2023 10:00,116,0.029,17.1
12.08.2023 09:30,116,0.029,17.0
12.08.2023 09:00,116,0.029,16.9
12.08.2023 08:30,116,0.029,16.9
12.08.2023 08:00,116,0.029,16.9
12.08.2023 07:30,116,0.029,16.9
12.08.2023 07:00,116,0.029,16.9
12.08.2023 06:30,116,0.029,17.0
