Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
30.08.2023 00:30,103,44.9,11.2
30.08.2023 00:00,103,44.9,11.2
29.08.2023 23:30,104,45.8,11.2
29.08.2023 23:00,106,47.6,11.2
29.08.2023 22:30,107,48.5,11.2
29.08.2023 22:00,107,48.5,11.2
29.08.2023 21:30,108,49.4,11.2
29.08.2023 21:00,108,49.4,11.2
29.08.2023 20:30,108,49.4,11.3
29.08.2023 20:00,109,50.3,11.3
29.08.2023 19:30,109,50.3,11.3
29.08.2023 19:00,109,50.3,11.3
29.08.2023 18:30,109,50.3,11.3
29.08.2023 18:00,109,50.3,11.3
29.08.2023 17:30,110,51.2,11.3
29.08.2023 17:00,110,51.2,11.3
29.08.2023 16:30,110,51.2,11.2
29.08.2023 16:00,110,51.2,11.2
29.08.2023 15:30,111,52.2,11.2
29.08.2023 15:00,111,52.2,11.2
29.08.2023 14:30,111,52.2,11.2
29.08.2023 14:00,112,53.1,11.2
29.08.2023 13:30,112,53.1,11.1
29.08.2023 13:00,113,54.0,11.1
29.08.2023 12:30,113,54.0,11.1
29.08.2023 12:00,114,55.0,11.1
29.08.2023 11:30,117,57.8,11.1
29.08.2023 11:00,108,49.4,11.0
29.08.2023 10:30,113,54.0,11.0
29.08.2023 10:00,114,55.0,11.0
29.08.2023 09:30,111,52.2,10.9
29.08.2023 09:00,111,52.2,10.9
29.08.2023 08:30,108,49.4,10.9
29.08.2023 08:00,106,47.6,10.9
29.08.2023 07:30,105,46.7,11.0
29.08.2023 07:00,107,48.5,11.0
29.08.2023 06:30,106,47.6,10.9
29.08.2023 06:00,110,51.2,10.9
29.08.2023 05:30,109,50.3,10.9
29.08.2023 05:00,109,50.3,10.9
29.08.2023 04:30,104,45.8,10.9
29.08.2023 04:00,107,48.5,10.9
29.08.2023 03:30,108,49.4,10.8
29.08.2023 03:00,110,51.2,10.8
29.08.2023 02:30,96,38.9,11.0
29.08.2023 02:00,94,37.3,11.1
29.08.2023 01:30,95,38.1,11.2
29.08.2023 01:00,96,38.9,11.2
29.08.2023 00:30,112,53.1,11.2
29.08.2023 00:00,101,43.2,11.3
28.08.2023 23:30,80,26.7,11.8
28.08.2023 23:00,81,27.4,12.0
28.08.2023 22:30,92,35.7,12.1
28.08.2023 22:00,99,41.5,12.3
28.08.2023 21:30,103,44.9,12.3
28.08.2023 21:00,106,47.6,12.4
28.08.2023 20:30,102,44.1,12.4
28.08.2023 20:00,99,41.5,12.4
28.08.2023 19:30,97,39.8,12.5
28.08.2023 19:00,96,38.9,12.5
28.08.2023 18:30,93,36.5,12.5
28.08.2023 18:00,93,36.5,12.5
28.08.2023 17:30,93,36.5,12.4
28.08.2023 17:00,91,34.9,12.4
