Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
30.08.2023 00:30,71,2.51,17.5
30.08.2023 00:00,71,2.51,17.5
29.08.2023 23:30,71,2.51,17.6
29.08.2023 23:00,72,2.64,17.7
29.08.2023 22:30,72,2.64,17.7
29.08.2023 22:00,72,2.64,17.8
29.08.2023 21:30,73,2.77,17.8
29.08.2023 21:00,73,2.77,17.8
29.08.2023 20:30,72,2.64,17.9
29.08.2023 20:00,72,2.64,17.9
29.08.2023 19:30,72,2.64,18.1
29.08.2023 19:00,71,2.51,18.1
29.08.2023 18:30,72,2.64,18.1
29.08.2023 18:00,72,2.64,18.2
29.08.2023 17:30,71,2.51,18.2
29.08.2023 17:00,71,2.51,18.3
29.08.2023 16:30,71,2.51,18.3
29.08.2023 16:00,71,2.51,18.2
29.08.2023 15:30,70,2.39,18.3
29.08.2023 15:00,70,2.39,18.3
29.08.2023 14:30,70,2.39,18.4
29.08.2023 14:00,70,2.39,18.4
29.08.2023 13:30,70,2.39,18.3
29.08.2023 13:00,70,2.39,18.3
29.08.2023 12:30,70,2.39,18.2
29.08.2023 12:00,70,2.39,18.1
29.08.2023 11:30,71,2.51,17.9
29.08.2023 11:00,71,2.51,17.8
29.08.2023 10:30,71,2.51,17.8
29.08.2023 10:00,72,2.64,17.8
29.08.2023 09:30,72,2.64,17.8
29.08.2023 09:00,72,2.64,17.8
29.08.2023 08:30,73,2.77,17.8
29.08.2023 08:00,73,2.77,17.9
29.08.2023 07:30,74,2.91,17.9
29.08.2023 07:00,74,2.91,18.1
29.08.2023 06:30,75,3.05,18.1
29.08.2023 06:00,76,3.19,18.2
29.08.2023 05:30,77,3.34,18.3
29.08.2023 05:00,77,3.34,18.3
29.08.2023 04:30,78,3.49,18.4
29.08.2023 04:00,79,3.64,18.4
29.08.2023 03:30,80,3.80,18.5
29.08.2023 03:00,82,4.13,18.6
29.08.2023 02:30,83,4.30,18.6
29.08.2023 02:00,85,4.65,18.8
29.08.2023 01:30,87,5.01,19.0
29.08.2023 01:00,85,4.65,19.1
29.08.2023 00:30,84,4.47,19.2
29.08.2023 00:00,80,3.80,19.2
28.08.2023 23:30,72,2.64,19.3
28.08.2023 23:00,67,2.03,19.3
28.08.2023 22:30,65,1.82,19.4
28.08.2023 22:00,65,1.82,19.4
28.08.2023 21:30,65,1.82,19.5
28.08.2023 21:00,65,1.82,19.5
28.08.2023 20:30,65,1.82,19.6
28.08.2023 20:00,65,1.82,19.6
28.08.2023 19:30,65,1.82,19.7
28.08.2023 19:00,65,1.82,19.7
28.08.2023 18:30,65,1.82,19.7
28.08.2023 18:00,65,1.82,19.7
28.08.2023 17:30,65,1.82,19.7
28.08.2023 17:00,66,1.92,19.7
28.08.2023 16:30,66,1.92,19.7
28.08.2023 16:00,66,1.92,19.7
28.08.2023 15:30,66,1.92,19.7
28.08.2023 15:00,66,1.92,19.7
28.08.2023 14:30,66,1.92,19.6
28.08.2023 14:00,66,1.92,19.5
28.08.2023 13:30,66,1.92,19.5
28.08.2023 13:00,66,1.92,19.5
28.08.2023 12:30,66,1.92,19.4
28.08.2023 12:00,66,1.92,19.3
28.08.2023 11:30,66,1.92,19.1
28.08.2023 11:00,66,1.92,19.0
28.08.2023 10:30,65,1.82,18.9
28.08.2023 10:00,65,1.82,18.9
28.08.2023 09:30,65,1.82,18.9
28.08.2023 09:00,65,1.82,18.9
28.08.2023 08:30,65,1.82,18.9
28.08.2023 08:00,65,1.82,19.0
28.08.2023 07:30,65,1.82,19.0
28.08.2023 07:00,65,1.82,19.1
28.08.2023 06:30,65,1.82,19.1
28.08.2023 06:00,65,1.82,19.2
28.08.2023 05:30,65,1.82,19.3
28.08.2023 05:00,65,1.82,19.3
28.08.2023 04:30,65,1.82,19.4
28.08.2023 04:00,65,1.82,19.4
28.08.2023 03:30,65,1.82,19.5
28.08.2023 03:00,65,1.82,19.5
28.08.2023 02:30,65,1.82,19.5
28.08.2023 02:00,65,1.82,19.6
28.08.2023 01:30,65,1.82,19.6
28.08.2023 01:00,65,1.82,19.7
28.08.2023 00:30,65,1.82,19.7
28.08.2023 00:00,64,1.72,19.8
27.08.2023 23:30,65,1.82,19.8
27.08.2023 23:00,65,1.82,19.9
27.08.2023 22:30,65,1.82,19.9
27.08.2023 22:00,65,1.82,20.0
27.08.2023 21:30,65,1.82,20.0
27.08.2023 21:00,65,1.82,20.1
27.08.2023 20:30,65,1.82,20.1
27.08.2023 20:00,65,1.82,20.2
27.08.2023 19:30,65,1.82,20.2
27.08.2023 19:00,65,1.82,20.2
27.08.2023 18:30,65,1.82,20.2
27.08.2023 18:00,65,1.82,20.3
27.08.2023 17:30,66,1.92,20.3
27.08.2023 17:00,66,1.92,20.3
27.08.2023 16:30,66,1.92,20.2
27.08.2023 16:00,66,1.92,20.2
27.08.2023 15:30,66,1.92,20.1
27.08.2023 15:00,66,1.92,20.1
27.08.2023 14:30,66,1.92,20.0
27.08.2023 14:00,66,1.92,19.9
27.08.2023 13:30,66,1.92,19.7
27.08.2023 13:00,66,1.92,19.6
27.08.2023 12:30,66,1.92,19.4
27.08.2023 12:00,66,1.92,19.3
27.08.2023 11:30,66,1.92,19.1
27.08.2023 11:00,66,1.92,18.9
27.08.2023 10:30,66,1.92,18.8
27.08.2023 10:00,66,1.92,18.8
27.08.2023 09:30,65,1.82,18.8
27.08.2023 09:00,66,1.92,18.8
27.08.2023 08:30,65,1.82,18.9
27.08.2023 08:00,65,1.82,18.9
27.08.2023 07:30,65,1.82,19.0
27.08.2023 07:00,65,1.82,19.1
27.08.2023 06:30,65,1.82,19.2
27.08.2023 06:00,66,1.92,19.3
27.08.2023 05:30,65,1.82,19.4
27.08.2023 05:00,65,1.82,19.5
27.08.2023 04:30,65,1.82,19.6
27.08.2023 04:00,65,1.82,19.7
27.08.2023 03:30,65,1.82,19.8
27.08.2023 03:00,65,1.82,19.8
27.08.2023 02:30,65,1.82,19.9
27.08.2023 02:00,65,1.82,19.9
27.08.2023 01:30,65,1.82,20.0
27.08.2023 01:00,65,1.82,20.1
27.08.2023 00:30,65,1.82,20.1
27.08.2023 00:00,65,1.82,20.2
26.08.2023 23:30,65,1.82,20.3
26.08.2023 23:00,65,1.82,20.3
26.08.2023 22:30,65,1.82,20.4
26.08.2023 22:00,65,1.82,20.5
26.08.2023 21:30,65,1.82,20.5
26.08.2023 21:00,65,1.82,20.6
26.08.2023 20:30,65,1.82,20.6
26.08.2023 20:00,65,1.82,20.7
26.08.2023 19:30,66,1.92,20.7
26.08.2023 19:00,66,1.92,20.8
26.08.2023 18:30,66,1.92,20.9
26.08.2023 18:00,66,1.92,20.9
26.08.2023 17:30,66,1.92,21.0
26.08.2023 17:00,66,1.92,21.0
26.08.2023 16:30,66,1.92,20.9
26.08.2023 16:00,67,2.03,20.9
26.08.2023 15:30,66,1.92,20.9
26.08.2023 15:00,66,1.92,20.7
26.08.2023 14:30,67,2.03,20.7
26.08.2023 14:00,67,2.03,20.6
26.08.2023 13:30,67,2.03,20.4
26.08.2023 13:00,67,2.03,20.3
26.08.2023 12:30,66,1.92,20.2
26.08.2023 12:00,67,2.03,20.1
26.08.2023 11:30,66,1.92,19.8
26.08.2023 11:00,66,1.92,19.7
26.08.2023 10:30,66,1.92,19.6
26.08.2023 10:00,66,1.92,19.6
26.08.2023 09:30,66,1.92,19.6
26.08.2023 09:00,66,1.92,19.6
26.08.2023 08:30,66,1.92,19.7
26.08.2023 08:00,66,1.92,19.8
26.08.2023 07:30,66,1.92,19.8
26.08.2023 07:00,66,1.92,19.9
26.08.2023 06:30,66,1.92,20.0
26.08.2023 06:00,66,1.92,20.0
26.08.2023 05:30,66,1.92,20.1
26.08.2023 05:00,66,1.92,20.2
26.08.2023 04:30,66,1.92,20.2
26.08.2023 04:00,66,1.92,20.3
26.08.2023 03:30,66,1.92,20.3
26.08.2023 03:00,66,1.92,20.4
26.08.2023 02:30,65,1.82,20.4
26.08.2023 02:00,65,1.82,20.4
26.08.2023 01:30,66,1.92,20.5
26.08.2023 01:00,66,1.92,20.5
26.08.2023 00:30,65,1.82,20.5
26.08.2023 00:00,65,1.82,20.6
25.08.2023 23:30,65,1.82,20.6
25.08.2023 23:00,66,1.92,20.6
25.08.2023 22:30,66,1.92,20.7
25.08.2023 22:00,66,1.92,20.7
25.08.2023 21:30,66,1.92,20.7
25.08.2023 21:00,66,1.92,20.8
25.08.2023 20:30,66,1.92,20.9
25.08.2023 20:00,66,1.92,20.9
25.08.2023 19:30,66,1.92,20.9
25.08.2023 19:00,66,1.92,21.0
25.08.2023 18:30,66,1.92,21.0
25.08.2023 18:00,66,1.92,21.0
25.08.2023 17:30,66,1.92,21.0
25.08.2023 17:00,67,2.03,21.0
25.08.2023 16:30,67,2.03,21.0
25.08.2023 16:00,67,2.03,20.9
25.08.2023 15:30,67,2.03,20.9
25.08.2023 15:00,67,2.03,20.7
25.08.2023 14:30,67,2.03,20.6
25.08.2023 14:00,67,2.03,20.5
25.08.2023 13:30,67,2.03,20.4
25.08.2023 13:00,67,2.03,20.3
25.08.2023 12:30,67,2.03,20.2
25.08.2023 12:00,67,2.03,20.0
25.08.2023 11:30,67,2.03,19.8
25.08.2023 11:00,67,2.03,19.7
25.08.2023 10:30,67,2.03,19.6
25.08.2023 10:00,66,1.92,19.5
25.08.2023 09:30,67,2.03,19.5
25.08.2023 09:00,67,2.03,19.5
25.08.2023 08:30,66,1.92,19.6
