Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
31.07.2023 01:30,97,4.24,17.4
31.07.2023 02:00,96,4.11,17.3
31.07.2023 02:30,96,4.11,17.3
31.07.2023 03:00,95,3.98,17.4
31.07.2023 03:30,94,3.85,17.4
31.07.2023 04:00,93,3.72,17.3
31.07.2023 04:30,93,3.72,17.3
31.07.2023 05:00,92,3.60,17.2
31.07.2023 05:30,91,3.47,17.1
31.07.2023 06:00,91,3.47,17.1
31.07.2023 06:30,90,3.35,17.0
31.07.2023 07:00,90,3.35,16.9
31.07.2023 07:30,89,3.22,16.9
31.07.2023 08:00,88,3.10,16.9
31.07.2023 08:30,88,3.10,17.0
31.07.2023 09:00,87,2.98,17.1
31.07.2023 09:30,87,2.98,17.2
31.07.2023 10:00,86,2.86,17.4
31.07.2023 10:30,86,2.86,17.5
31.07.2023 11:00,86,2.86,17.7
31.07.2023 11:30,85,2.74,18.1
31.07.2023 12:00,85,2.74,18.4
31.07.2023 12:30,84,2.63,18.7
31.07.2023 13:00,84,2.63,18.9
31.07.2023 13:30,84,2.63,19.1
31.07.2023 14:00,82,2.40,19.2
31.07.2023 14:30,82,2.40,19.3
31.07.2023 15:00,82,2.40,19.5
31.07.2023 15:30,81,2.29,19.6
31.07.2023 16:00,81,2.29,19.8
31.07.2023 16:30,80,2.19,19.8
31.07.2023 17:00,80,2.19,19.8
31.07.2023 17:30,79,2.08,19.9
31.07.2023 18:00,79,2.08,19.8
31.07.2023 18:30,78,1.97,19.7
31.07.2023 19:00,78,1.97,19.5
31.07.2023 19:30,78,1.97,19.4
31.07.2023 20:00,77,1.87,19.3
31.07.2023 20:30,77,1.87,19.2
31.07.2023 21:00,76,1.77,19.0
31.07.2023 21:30,76,1.77,18.9
31.07.2023 22:00,76,1.77,18.8
31.07.2023 22:30,76,1.77,18.7
31.07.2023 23:00,76,1.77,18.5
31.07.2023 23:30,75,1.67,18.3
01.08.2023 00:00,75,1.67,18.2
01.08.2023 00:30,75,1.67,18.0
01.08.2023 01:00,75,1.67,17.8
01.08.2023 01:30,74,1.57,17.7
01.08.2023 02:00,74,1.57,17.6
01.08.2023 02:30,74,1.57,17.5
01.08.2023 03:00,74,1.57,17.4
01.08.2023 03:30,74,1.57,17.3
01.08.2023 04:00,74,1.57,17.2
01.08.2023 04:30,74,1.57,17.1
01.08.2023 05:00,74,1.57,17.0
01.08.2023 05:30,74,1.57,16.9
01.08.2023 06:00,74,1.57,16.9
01.08.2023 06:30,73,1.48,16.8
01.08.2023 07:00,73,1.48,16.7
01.08.2023 07:30,73,1.48,16.7
01.08.2023 08:00,73,1.48,16.7
01.08.2023 08:30,73,1.48,16.8
01.08.2023 09:00,73,1.48,16.9
01.08.2023 09:30,73,1.48,16.9
01.08.2023 10:00,73,1.48,17.1
01.08.2023 10:30,73,1.48,17.3
01.08.2023 11:00,73,1.48,17.3
01.08.2023 11:30,73,1.48,17.5
01.08.2023 12:00,72,1.39,17.7
01.08.2023 12:30,73,1.48,17.7
01.08.2023 13:00,72,1.39,17.8
01.08.2023 13:30,72,1.39,17.8
01.08.2023 14:00,72,1.39,18.1
01.08.2023 14:30,72,1.39,18.2
01.08.2023 15:00,72,1.39,18.2
01.08.2023 15:30,72,1.39,18.2
01.08.2023 16:00,71,1.30,18.4
01.08.2023 16:30,71,1.30,18.3
01.08.2023 17:00,71,1.30,18.2
01.08.2023 17:30,72,1.39,18.2
01.08.2023 18:00,74,1.57,18.1
01.08.2023 18:30,87,2.98,18.2
01.08.2023 19:00,96,4.11,18.1
01.08.2023 19:30,137,10.0,18.0
01.08.2023 20:00,165,14.9,18.0
01.08.2023 20:30,192,21.3,18.1
01.08.2023 21:00,215,28.5,18.1
01.08.2023 21:30,231,34.6,18.1
01.08.2023 22:00,242,39.4,17.7
01.08.2023 22:30,249,42.8,17.7
01.08.2023 23:00,252,44.3,17.7
01.08.2023 23:30,252,44.3,17.6
02.08.2023 00:00,253,44.9,17.5
02.08.2023 00:30,251,43.8,17.5
02.08.2023 01:00,247,41.8,17.3
02.08.2023 01:30,241,38.9,17.2
02.08.2023 02:00,235,36.2,17.1
02.08.2023 02:30,232,35.0,17.0
02.08.2023 03:00,228,33.3,16.9
02.08.2023 03:30,225,32.2,16.8
02.08.2023 04:00,222,31.0,16.7
02.08.2023 04:30,220,30.3,16.7
02.08.2023 05:00,218,29.5,16.6
02.08.2023 05:30,215,28.5,16.5
02.08.2023 06:00,212,27.4,16.5
02.08.2023 06:30,208,26.1,16.4
02.08.2023 07:00,205,25.1,16.4
02.08.2023 07:30,201,23.9,16.3
02.08.2023 08:00,197,22.7,16.3
02.08.2023 08:30,193,21.6,16.3
02.08.2023 09:00,189,20.5,16.3
02.08.2023 09:30,184,19.2,16.3
02.08.2023 10:00,180,18.2,16.4
02.08.2023 10:30,176,17.3,16.5
02.08.2023 11:00,171,16.2,16.6
02.08.2023 11:30,168,15.6,16.8
02.08.2023 12:00,164,14.7,16.9
02.08.2023 12:30,160,13.9,17.1
02.08.2023 13:00,157,13.4,17.2
02.08.2023 13:30,153,12.6,17.3
02.08.2023 14:00,150,12.1,17.4
02.08.2023 14:30,147,11.6,17.5
02.08.2023 15:00,145,11.3,17.6
02.08.2023 15:30,142,10.8,17.6
02.08.2023 16:00,140,10.5,17.7
02.08.2023 16:30,138,10.2,17.8
02.08.2023 17:00,135,9.74,17.7
02.08.2023 17:30,133,9.44,17.8
02.08.2023 18:00,132,9.29,18.0
02.08.2023 18:30,130,9.00,18.0
02.08.2023 19:00,128,8.70,17.8
02.08.2023 19:30,127,8.55,17.8
02.08.2023 20:00,125,8.26,17.7
02.08.2023 20:30,123,7.96,17.6
02.08.2023 21:00,122,7.81,17.5
02.08.2023 21:30,120,7.51,17.3
02.08.2023 22:00,119,7.37,17.2
02.08.2023 22:30,118,7.22,17.1
02.08.2023 23:00,118,7.22,17.0
02.08.2023 23:30,117,7.07,16.9
03.08.2023 00:00,116,6.92,16.8
03.08.2023 00:30,115,6.78,16.8
03.08.2023 01:00,115,6.78,16.7
03.08.2023 01:30,114,6.63,16.6
03.08.2023 02:00,114,6.63,16.6
03.08.2023 02:30,114,6.63,16.5
03.08.2023 03:00,113,6.49,16.5
03.08.2023 03:30,113,6.49,16.5
03.08.2023 04:00,113,6.49,16.4
03.08.2023 04:30,113,6.49,16.4
03.08.2023 05:00,112,6.34,16.3
03.08.2023 05:30,111,6.19,16.3
03.08.2023 06:00,110,6.05,16.2
03.08.2023 06:30,109,5.91,16.2
03.08.2023 07:00,108,5.76,16.2
03.08.2023 07:30,107,5.62,16.2
03.08.2023 08:00,107,5.62,16.2
03.08.2023 08:30,106,5.48,16.3
03.08.2023 09:00,105,5.34,16.4
03.08.2023 09:30,104,5.20,16.6
03.08.2023 10:00,103,5.06,16.6
03.08.2023 10:30,101,4.78,16.7
03.08.2023 11:00,101,4.78,16.9
03.08.2023 11:30,100,4.65,17.1
03.08.2023 12:00,100,4.65,17.2
03.08.2023 12:30,99,4.51,17.5
03.08.2023 13:00,98,4.38,17.7
03.08.2023 13:30,98,4.38,17.8
03.08.2023 14:00,97,4.24,18.0
03.08.2023 14:30,97,4.24,18.2
03.08.2023 15:00,96,4.11,18.2
03.08.2023 15:30,96,4.11,18.2
03.08.2023 16:00,96,4.11,18.2
03.08.2023 16:30,96,4.11,18.1
03.08.2023 17:00,96,4.11,18.2
03.08.2023 17:30,97,4.24,18.2
03.08.2023 18:00,96,4.11,18.2
03.08.2023 18:30,97,4.24,18.2
03.08.2023 19:00,105,5.34,18.2
03.08.2023 19:30,110,6.05,18.3
03.08.2023 20:00,111,6.19,18.7
03.08.2023 20:30,112,6.34,18.6
03.08.2023 21:00,113,6.49,18.3
03.08.2023 21:30,117,7.07,18.1
03.08.2023 22:00,123,7.96,17.8
03.08.2023 22:30,124,8.11,17.5
03.08.2023 23:00,133,9.44,17.5
03.08.2023 23:30,147,11.6,17.5
04.08.2023 00:00,187,20.0,17.5
04.08.2023 00:30,213,27.8,17.4
04.08.2023 01:00,224,31.8,17.6
04.08.2023 01:30,232,35.0,17.4
04.08.2023 02:00,232,35.0,17.1
04.08.2023 02:30,227,32.9,16.9
04.08.2023 03:00,228,33.3,17.0
04.08.2023 03:30,230,34.1,17.1
04.08.2023 04:00,229,33.7,17.1
04.08.2023 04:30,224,31.8,16.9
04.08.2023 05:00,217,29.2,16.8
04.08.2023 05:30,209,26.4,16.7
04.08.2023 06:00,204,24.8,16.7
04.08.2023 06:30,202,24.2,16.6
04.08.2023 07:00,206,25.5,16.5
04.08.2023 07:30,217,29.2,16.4
04.08.2023 08:00,230,34.1,16.5
04.08.2023 08:30,240,38.5,16.7
04.08.2023 09:00,248,42.3,16.7
04.08.2023 09:30,252,44.3,16.6
04.08.2023 10:00,252,44.3,16.5
04.08.2023 10:30,254,45.4,16.5
04.08.2023 11:00,260,48.8,16.5
04.08.2023 11:30,264,51.2,16.6
04.08.2023 12:00,267,53.2,16.5
04.08.2023 12:30,270,55.1,16.4
04.08.2023 13:00,274,57.9,16.5
04.08.2023 13:30,281,63.1,16.6
04.08.2023 14:00,286,67.1,16.7
04.08.2023 14:30,289,69.7,16.7
04.08.2023 15:00,295,75.0,16.8
04.08.2023 15:30,300,79.8,16.8
04.08.2023 16:00,303,82.8,16.8
04.08.2023 16:30,305,84.9,16.8
04.08.2023 17:00,308,88.0,16.8
04.08.2023 17:30,311,91.3,16.8
04.08.2023 18:00,315,95.9,16.8
04.08.2023 18:30,318,99.5,16.7
04.08.2023 19:00,318,99.5,16.6
04.08.2023 19:30,318,99.5,16.5
04.08.2023 20:00,316,97.1,16.4
04.08.2023 20:30,313,93.6,16.3
04.08.2023 21:00,311,91.3,16.3
04.08.2023 21:30,310,90.2,16.2
04.08.2023 22:00,309,89.1,16.2
04.08.2023 22:30,308,88.0,16.3
04.08.2023 23:00,308,88.0,16.2
04.08.2023 23:30,307,87.0,16.2
05.08.2023 00:00,307,87.0,16.2
05.08.2023 00:30,306,85.9,16.1
05.08.2023 01:00,304,83.8,16.1
05.08.2023 01:30,302,81.8,16.0
05.08.2023 02:00,300,79.8,16.0
05.08.2023 02:30,298,77.9,15.9
05.08.2023 03:00,297,76.9,15.9
05.08.2023 03:30,296,76.0,15.8
05.08.2023 04:00,294,74.1,15.8
05.08.2023 04:30,291,71.4,15.8
05.08.2023 05:00,288,68.8,15.8
05.08.2023 05:30,285,66.3,15.7
05.08.2023 06:00,283,64.7,15.7
05.08.2023 06:30,280,62.4,15.7
05.08.2023 07:00,277,60.1,15.7
05.08.2023 07:30,274,57.9,15.6
05.08.2023 08:00,270,55.1,15.6
05.08.2023 08:30,267,53.2,15.6
05.08.2023 09:00,265,51.9,15.6
05.08.2023 09:30,261,49.4,15.6
05.08.2023 10:00,259,48.2,15.6
05.08.2023 10:30,256,46.5,15.6
05.08.2023 11:00,254,45.4,15.6
05.08.2023 11:30,254,45.4,15.6
05.08.2023 12:00,255,46.0,15.6
05.08.2023 12:30,257,47.1,15.7
05.08.2023 13:00,258,47.7,15.8
05.08.2023 13:30,258,47.7,15.9
05.08.2023 14:00,258,47.7,15.9
05.08.2023 14:30,259,48.2,15.9
05.08.2023 15:00,258,47.7,16.0
05.08.2023 15:30,256,46.5,16.0
05.08.2023 16:00,254,45.4,15.9
05.08.2023 16:30,251,43.8,15.9
05.08.2023 17:00,248,42.3,15.9
05.08.2023 17:30,246,41.3,15.8
05.08.2023 18:00,245,40.8,15.8
05.08.2023 18:30,244,40.3,15.8
05.08.2023 19:00,245,40.8,15.8
05.08.2023 19:30,248,42.3,15.9
05.08.2023 20:00,253,44.9,16.0
05.08.2023 20:30,257,47.1,16.0
05.08.2023 21:00,260,48.8,16.0
05.08.2023 21:30,262,50.0,15.9
05.08.2023 22:00,264,51.2,15.8
05.08.2023 22:30,264,51.2,15.8
05.08.2023 23:00,264,51.2,15.7
05.08.2023 23:30,263,50.6,15.7
06.08.2023 00:00,262,50.0,15.7
06.08.2023 00:30,260,48.8,15.6
06.08.2023 01:00,258,47.7,15.6
06.08.2023 01:30,256,46.5,15.5
06.08.2023 02:00,253,44.9,15.5
06.08.2023 02:30,251,43.8,15.4
06.08.2023 03:00,248,42.3,15.4
06.08.2023 03:30,246,41.3,15.4
06.08.2023 04:00,243,39.8,15.3
06.08.2023 04:30,241,38.9,15.3
06.08.2023 05:00,239,38.0,15.3
06.08.2023 05:30,237,37.1,15.2
06.08.2023 06:00,234,35.8,15.2
06.08.2023 06:30,231,34.6,15.1
06.08.2023 07:00,228,33.3,15.1
06.08.2023 07:30,225,32.2,15.1
06.08.2023 08:00,222,31.0,15.0
06.08.2023 08:30,218,29.5,15.0
06.08.2023 09:00,215,28.5,15.0
06.08.2023 09:30,212,27.4,15.0
06.08.2023 10:00,209,26.4,15.0
06.08.2023 10:30,207,25.8,15.1
06.08.2023 11:00,205,25.1,15.1
06.08.2023 11:30,202,24.2,15.1
06.08.2023 12:00,199,23.3,15.2
06.08.2023 12:30,197,22.7,15.2
06.08.2023 13:00,195,22.2,15.3
06.08.2023 13:30,192,21.3,15.6
06.08.2023 14:00,190,20.8,15.7
06.08.2023 14:30,188,20.3,15.9
06.08.2023 15:00,186,19.7,16.0
06.08.2023 15:30,183,19.0,16.0
06.08.2023 16:00,181,18.5,16.0
06.08.2023 16:30,179,18.0,16.0
06.08.2023 17:00,177,17.5,16.0
06.08.2023 17:30,175,17.1,16.1
06.08.2023 18:00,173,16.6,16.1
06.08.2023 18:30,171,16.2,16.0
06.08.2023 19:00,170,16.0,16.0
06.08.2023 19:30,168,15.6,15.9
06.08.2023 20:00,166,15.1,15.8
06.08.2023 20:30,164,14.7,15.7
06.08.2023 21:00,162,14.3,15.6
06.08.2023 21:30,161,14.1,15.5
06.08.2023 22:00,160,13.9,15.4
06.08.2023 22:30,159,13.8,15.3
06.08.2023 23:00,157,13.4,15.2
06.08.2023 23:30,156,13.2,15.1
07.08.2023 00:00,155,13.0,15.1
07.08.2023 00:30,153,12.6,15.0
07.08.2023 01:00,152,12.5,14.9
07.08.2023 01:30,151,12.3,14.8
07.08.2023 02:00,150,12.1,14.7
07.08.2023 02:30,149,11.9,14.6
07.08.2023 03:00,147,11.6,14.5
07.08.2023 03:30,146,11.4,14.4
07.08.2023 04:00,145,11.3,14.3
07.08.2023 04:30,144,11.1,14.2
07.08.2023 05:00,143,10.9,14.2
07.08.2023 05:30,142,10.8,14.1
07.08.2023 06:00,141,10.6,14.0
07.08.2023 06:30,141,10.6,13.9
07.08.2023 07:00,140,10.5,13.9
07.08.2023 07:30,139,10.3,13.8
07.08.2023 08:00,138,10.2,13.8
07.08.2023 08:30,138,10.2,13.9
07.08.2023 09:00,137,10.0,13.9
07.08.2023 09:30,136,9.88,14.0
07.08.2023 10:00,135,9.74,14.1
07.08.2023 10:30,135,9.74,14.2
07.08.2023 11:00,134,9.59,14.4
07.08.2023 11:30,133,9.44,14.6
07.08.2023 12:00,132,9.29,14.8
07.08.2023 12:30,132,9.29,14.8
07.08.2023 13:00,131,9.15,15.0
07.08.2023 13:30,130,9.00,15.2
07.08.2023 14:00,129,8.85,15.3
07.08.2023 14:30,128,8.70,15.5
07.08.2023 15:00,127,8.55,15.4
07.08.2023 15:30,127,8.55,15.5
07.08.2023 16:00,125,8.26,15.6
07.08.2023 16:30,125,8.26,15.6
07.08.2023 17:00,124,8.11,15.6
07.08.2023 17:30,123,7.96,15.6
07.08.2023 18:00,122,7.81,15.5
07.08.2023 18:30,121,7.66,15.5
07.08.2023 19:00,120,7.51,15.6
07.08.2023 19:30,119,7.37,15.5
07.08.2023 20:00,119,7.37,15.5
07.08.2023 20:30,117,7.07,15.4
07.08.2023 21:00,117,7.07,15.3
07.08.2023 21:30,116,6.92,15.2
07.08.2023 22:00,115,6.78,15.2
07.08.2023 22:30,115,6.78,15.1
07.08.2023 23:00,114,6.63,15.0
07.08.2023 23:30,113,6.49,14.9
08.08.2023 00:00,113,6.49,14.8
08.08.2023 00:30,112,6.34,14.8
08.08.2023 01:00,112,6.34,14.7
08.08.2023 01:30,112,6.34,14.6
08.08.2023 02:00,111,6.19,14.4
08.08.2023 02:30,111,6.19,14.3
08.08.2023 03:00,110,6.05,14.2
08.08.2023 03:30,110,6.05,14.1
08.08.2023 04:00,110,6.05,14.0
08.08.2023 04:30,109,5.91,13.9
08.08.2023 05:00,109,5.91,13.8
08.08.2023 05:30,108,5.76,13.7
08.08.2023 06:00,108,5.76,13.6
08.08.2023 06:30,108,5.76,13.5
08.08.2023 07:00,107,5.62,13.5
08.08.2023 07:30,107,5.62,13.4
08.08.2023 08:00,106,5.48,13.4
08.08.2023 08:30,106,5.48,13.4
08.08.2023 09:00,105,5.34,13.5
08.08.2023 09:30,106,5.48,13.6
08.08.2023 10:00,105,5.34,13.7
08.08.2023 10:30,104,5.20,13.9
08.08.2023 11:00,104,5.20,14.1
08.08.2023 11:30,103,5.06,14.3
08.08.2023 12:00,102,4.92,14.7
08.08.2023 12:30,102,4.92,15.0
08.08.2023 13:00,101,4.78,15.1
08.08.2023 13:30,101,4.78,15.3
08.08.2023 14:00,101,4.78,15.4
08.08.2023 14:30,100,4.65,15.6
08.08.2023 15:00,99,4.51,15.7
08.08.2023 15:30,98,4.38,15.7
08.08.2023 16:00,98,4.38,15.6
08.08.2023 16:30,98,4.38,15.6
08.08.2023 17:00,97,4.24,15.6
08.08.2023 17:30,96,4.11,15.8
08.08.2023 18:00,95,3.98,15.9
08.08.2023 18:30,95,3.98,15.8
08.08.2023 19:00,94,3.85,15.8
08.08.2023 19:30,94,3.85,15.7
08.08.2023 20:00,94,3.85,15.6
08.08.2023 20:30,93,3.72,15.5
08.08.2023 21:00,93,3.72,15.4
08.08.2023 21:30,93,3.72,15.3
08.08.2023 22:00,93,3.72,15.2
08.08.2023 22:30,92,3.60,15.1
08.08.2023 23:00,92,3.60,15.0
08.08.2023 23:30,92,3.60,14.9
09.08.2023 00:00,91,3.47,14.8
09.08.2023 00:30,91,3.47,14.8
09.08.2023 01:00,91,3.47,14.7
09.08.2023 01:30,91,3.47,14.6
09.08.2023 02:00,91,3.47,14.4
09.08.2023 02:30,91,3.47,14.4
09.08.2023 03:00,91,3.47,14.3
09.08.2023 03:30,90,3.35,14.2
09.08.2023 04:00,91,3.47,14.1
09.08.2023 04:30,91,3.47,14.0
09.08.2023 05:00,90,3.35,13.9
09.08.2023 05:30,90,3.35,13.9
09.08.2023 06:00,90,3.35,13.8
09.08.2023 06:30,90,3.35,13.7
09.08.2023 07:00,90,3.35,13.7
09.08.2023 07:30,90,3.35,13.7
09.08.2023 08:00,89,3.22,13.7
09.08.2023 08:30,89,3.22,13.7
09.08.2023 09:00,89,3.22,13.8
09.08.2023 09:30,89,3.22,13.9
09.08.2023 10:00,89,3.22,14.1
09.08.2023 10:30,89,3.22,14.3
09.08.2023 11:00,89,3.22,14.4
09.08.2023 11:30,88,3.10,14.6
