Datum,Vodostaj [cm],Pretok [mÂ³/s],Temperatura vode [Â°C]
17.08.2023 00:30,92,1.91,15.7
17.08.2023 00:00,92,1.91,15.8
16.08.2023 23:30,92,1.91,15.9
16.08.2023 23:00,92,1.91,16.0
16.08.2023 22:30,91,1.78,16.1
16.08.2023 22:00,92,1.91,16.2
16.08.2023 21:30,91,1.78,16.4
16.08.2023 21:00,91,1.78,16.5
16.08.2023 20:30,92,1.91,16.6
16.08.2023 20:00,92,1.91,16.7
16.08.2023 19:30,92,1.91,16.9
16.08.2023 19:00,92,1.91,17.0
16.08.2023 18:30,92,1.91,17.1
16.08.2023 18:00,92,1.91,17.1
16.08.2023 17:30,93,2.06,17.1
16.08.2023 17:00,92,1.91,17.0
16.08.2023 16:30,92,1.91,17.0
16.08.2023 16:00,92,1.91,16.9
16.08.2023 15:30,92,1.91,16.8
16.08.2023 15:00,92,1.91,16.7
16.08.2023 14:30,92,1.91,16.5
16.08.2023 14:00,92,1.91,16.3
16.08.2023 13:30,93,2.06,16.2
16.08.2023 13:00,93,2.06,16.1
16.08.2023 12:30,93,2.06,15.9
16.08.2023 12:00,93,2.06,15.6
16.08.2023 11:30,93,2.06,15.4
16.08.2023 11:00,93,2.06,15.3
16.08.2023 10:30,93,2.06,15.1
16.08.2023 10:00,93,2.06,15.0
16.08.2023 09:30,93,2.06,14.9
16.08.2023 09:00,93,2.06,14.8
16.08.2023 08:30,93,2.06,14.8
16.08.2023 08:00,93,2.06,14.8
16.08.2023 07:30,93,2.06,14.8
16.08.2023 07:00,93,2.06,14.9
16.08.2023 06:30,93,2.06,14.9
16.08.2023 06:00,93,2.06,15.0
16.08.2023 05:30,93,2.06,15.0
16.08.2023 05:00,93,2.06,15.1
16.08.2023 04:30,93,2.06,15.1
16.08.2023 04:00,93,2.06,15.2
16.08.2023 03:30,93,2.06,15.2
16.08.2023 03:00,93,2.06,15.3
16.08.2023 02:30,93,2.06,15.3
16.08.2023 02:00,93,2.06,15.4
16.08.2023 01:30,93,2.06,15.5
16.08.2023 01:00,93,2.06,15.5
16.08.2023 00:30,93,2.06,15.6
16.08.2023 00:00,93,2.06,15.7
15.08.2023 23:30,93,2.06,15.7
15.08.2023 23:00,93,2.06,15.8
15.08.2023 22:30,93,2.06,15.9
15.08.2023 22:00,93,2.06,16.1
15.08.2023 21:30,93,2.06,16.2
15.08.2023 21:00,93,2.06,16.4
15.08.2023 20:30,93,2.06,16.5
15.08.2023 20:00,93,2.06,16.6
15.08.2023 19:30,93,2.06,16.7
15.08.2023 19:00,93,2.06,16.7
15.08.2023 18:30,93,2.06,16.8
15.08.2023 18:00,93,2.06,16.8
15.08.2023 17:30,93,2.06,16.8
15.08.2023 17:00,94,2.21,16.7
15.08.2023 16:30,94,2.21,16.6
15.08.2023 16:00,94,2.21,16.4
