Datum,Vodostaj [cm],Pretok [mÂ³/s],Temperatura vode [Â°C]
17.08.2023 00:30,97,9.20,13.2
17.08.2023 00:00,97,9.20,13.3
16.08.2023 23:30,95,8.52,13.5
16.08.2023 23:00,97,9.20,13.5
16.08.2023 22:30,97,9.20,13.7
16.08.2023 22:00,97,9.20,13.8
16.08.2023 21:30,98,9.54,13.9
16.08.2023 21:00,97,9.20,14.0
16.08.2023 20:30,98,9.54,14.1
16.08.2023 20:00,98,9.54,14.4
16.08.2023 19:30,98,9.54,14.4
16.08.2023 19:00,96,8.86,14.2
16.08.2023 18:30,96,8.86,14.2
16.08.2023 18:00,97,9.20,14.4
16.08.2023 17:30,98,9.54,14.5
16.08.2023 17:00,99,9.89,14.6
16.08.2023 16:30,98,9.54,14.6
16.08.2023 16:00,97,9.20,14.4
16.08.2023 15:30,92,7.55,14.1
16.08.2023 15:00,93,7.87,13.8
16.08.2023 14:30,89,6.62,13.8
16.08.2023 14:00,92,7.55,13.6
16.08.2023 13:30,93,7.87,13.3
16.08.2023 13:00,94,8.19,13.0
16.08.2023 12:30,94,8.19,12.7
16.08.2023 12:00,94,8.19,12.4
16.08.2023 11:30,94,8.19,12.2
16.08.2023 11:00,95,8.52,12.1
16.08.2023 10:30,95,8.52,12.0
16.08.2023 10:00,95,8.52,11.9
16.08.2023 09:30,95,8.52,11.9
16.08.2023 09:00,95,8.52,11.9
16.08.2023 08:30,98,9.54,12.0
16.08.2023 08:00,97,9.20,12.0
16.08.2023 07:30,95,8.52,12.0
16.08.2023 07:00,95,8.52,12.0
16.08.2023 06:30,95,8.52,12.1
16.08.2023 06:00,95,8.52,12.2
16.08.2023 05:30,95,8.52,12.3
16.08.2023 05:00,95,8.52,12.3
16.08.2023 04:30,95,8.52,12.4
16.08.2023 04:00,95,8.52,12.5
16.08.2023 03:30,95,8.52,12.6
16.08.2023 03:00,95,8.52,12.7
16.08.2023 02:30,95,8.52,12.8
16.08.2023 02:00,95,8.52,12.9
16.08.2023 01:30,95,8.52,13.0
16.08.2023 01:00,94,8.19,13.1
16.08.2023 00:30,95,8.52,13.3
16.08.2023 00:00,95,8.52,13.4
15.08.2023 23:30,95,8.52,13.7
15.08.2023 23:00,89,6.62,13.7
15.08.2023 22:30,95,8.52,13.8
15.08.2023 22:00,95,8.52,14.0
15.08.2023 21:30,96,8.86,14.2
15.08.2023 21:00,95,8.52,14.4
15.08.2023 20:30,95,8.52,14.5
15.08.2023 20:00,95,8.52,14.5
15.08.2023 19:30,95,8.52,14.6
15.08.2023 19:00,95,8.52,14.6
15.08.2023 18:30,96,8.86,14.6
15.08.2023 18:00,96,8.86,14.6
15.08.2023 17:30,96,8.86,14.6
15.08.2023 17:00,96,8.86,14.5
15.08.2023 16:30,96,8.86,14.4
15.08.2023 16:00,96,8.86,14.2
15.08.2023 15:30,96,8.86,14.1
15.08.2023 15:00,97,9.20,14.0
15.08.2023 14:30,96,8.86,13.8
15.08.2023 14:00,97,9.20,13.5
15.08.2023 13:30,96,8.86,13.2
15.08.2023 13:00,96,8.86,12.9
15.08.2023 12:30,96,8.86,12.6
15.08.2023 12:00,96,8.86,12.4
15.08.2023 11:30,96,8.86,12.1
