Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
30.08.2023 00:30,54,-,14.8
30.08.2023 00:00,54,-,14.9
29.08.2023 23:30,53,-,15.0
29.08.2023 23:00,54,-,15.1
29.08.2023 22:30,56,-,15.1
29.08.2023 22:00,57,-,15.2
29.08.2023 21:30,57,-,15.2
29.08.2023 21:00,58,-,15.2
29.08.2023 20:30,60,-,15.3
29.08.2023 20:00,60,-,15.3
29.08.2023 19:30,63,-,15.4
29.08.2023 19:00,65,-,15.5
29.08.2023 18:30,67,-,15.6
29.08.2023 18:00,64,-,15.6
29.08.2023 17:30,65,-,15.7
29.08.2023 17:00,61,-,15.7
29.08.2023 16:30,58,-,15.7
29.08.2023 16:00,50,-,15.7
29.08.2023 15:30,53,-,15.6
29.08.2023 15:00,55,-,15.5
29.08.2023 14:30,56,-,15.4
29.08.2023 14:00,55,-,15.3
29.08.2023 13:30,54,-,15.2
29.08.2023 13:00,50,-,15.1
29.08.2023 12:30,49,-,15.1
29.08.2023 12:00,51,-,15.1
29.08.2023 11:30,49,-,15.1
29.08.2023 11:00,50,-,15.2
29.08.2023 10:30,50,-,15.2
29.08.2023 10:00,50,-,15.2
29.08.2023 09:30,50,-,15.3
29.08.2023 09:00,50,-,15.3
29.08.2023 08:30,51,-,15.4
29.08.2023 08:00,53,-,15.5
29.08.2023 07:30,50,-,15.5
29.08.2023 07:00,49,-,15.6
29.08.2023 06:30,50,-,15.6
29.08.2023 06:00,50,-,15.7
29.08.2023 05:30,50,-,15.8
29.08.2023 05:00,50,-,15.8
29.08.2023 04:30,50,-,15.9
29.08.2023 04:00,51,-,16.0
29.08.2023 03:30,51,-,16.0
29.08.2023 03:00,52,-,16.1
29.08.2023 02:30,52,-,16.1
29.08.2023 02:00,53,-,16.2
29.08.2023 01:30,54,-,16.2
29.08.2023 01:00,56,-,16.3
29.08.2023 00:30,57,-,16.3
29.08.2023 00:00,60,-,16.3
28.08.2023 23:30,62,-,16.3
28.08.2023 23:00,66,-,16.4
28.08.2023 22:30,69,-,16.6
28.08.2023 22:00,68,-,16.9
28.08.2023 21:30,55,-,17.0
28.08.2023 21:00,50,-,17.2
28.08.2023 20:30,52,-,17.5
28.08.2023 20:00,48,-,17.6
28.08.2023 19:30,49,-,17.6
28.08.2023 19:00,49,-,17.6
28.08.2023 18:30,49,-,17.7
28.08.2023 18:00,50,-,17.7
28.08.2023 17:30,50,-,17.7
28.08.2023 17:00,50,-,17.7
28.08.2023 16:30,49,-,17.7
28.08.2023 16:00,51,-,17.7
28.08.2023 15:30,51,-,17.6
28.08.2023 15:00,43,-,17.6
28.08.2023 14:30,51,-,17.3
28.08.2023 14:00,51,-,17.1
28.08.2023 13:30,52,-,16.8
28.08.2023 13:00,50,-,16.4
28.08.2023 12:30,51,-,16.3
