Datum,Vodostaj [cm],Pretok [mÂ³/s],Temperatura vode [Â°C]
17.08.2023 00:30,20,2.72,9.6
17.08.2023 00:00,21,2.84,9.6
16.08.2023 23:30,21,2.84,9.6
16.08.2023 23:00,20,2.72,9.6
16.08.2023 22:30,20,2.72,9.6
16.08.2023 22:00,21,2.84,9.6
16.08.2023 21:30,20,2.72,9.6
16.08.2023 21:00,21,2.84,9.7
16.08.2023 20:30,21,2.84,9.7
16.08.2023 20:00,21,2.84,9.7
16.08.2023 19:30,21,2.84,9.8
16.08.2023 19:00,21,2.84,9.8
16.08.2023 18:30,21,2.84,9.8
16.08.2023 18:00,21,2.84,9.8
16.08.2023 17:30,21,2.84,9.9
16.08.2023 17:00,21,2.84,10.0
16.08.2023 16:30,21,2.84,10.2
16.08.2023 16:00,21,2.84,10.3
16.08.2023 15:30,21,2.84,10.3
16.08.2023 15:00,21,2.84,10.3
16.08.2023 14:30,21,2.84,10.4
16.08.2023 14:00,21,2.84,10.3
16.08.2023 13:30,21,2.84,10.3
16.08.2023 13:00,21,2.84,10.3
16.08.2023 12:30,21,2.84,10.2
16.08.2023 12:00,21,2.84,10.1
16.08.2023 11:30,21,2.84,9.9
16.08.2023 11:00,20,2.72,9.8
16.08.2023 10:30,21,2.84,9.8
16.08.2023 10:00,21,2.84,9.7
16.08.2023 09:30,21,2.84,9.6
16.08.2023 09:00,21,2.84,9.6
16.08.2023 08:30,21,2.84,9.6
16.08.2023 08:00,19,2.60,9.6
16.08.2023 07:30,21,2.84,9.6
16.08.2023 07:00,21,2.84,9.6
16.08.2023 06:30,21,2.84,9.6
16.08.2023 06:00,21,2.84,9.6
16.08.2023 05:30,21,2.84,9.6
16.08.2023 05:00,21,2.84,9.6
16.08.2023 04:30,21,2.84,9.6
16.08.2023 04:00,21,2.84,9.6
16.08.2023 03:30,21,2.84,9.6
16.08.2023 03:00,21,2.84,9.6
16.08.2023 02:30,21,2.84,9.6
16.08.2023 02:00,21,2.84,9.6
16.08.2023 01:30,21,2.84,9.6
16.08.2023 01:00,21,2.84,9.6
16.08.2023 00:30,21,2.84,9.6
16.08.2023 00:00,21,2.84,9.6
15.08.2023 23:30,22,2.97,9.6
15.08.2023 23:00,21,2.84,9.6
15.08.2023 22:30,22,2.97,9.6
15.08.2023 22:00,22,2.97,9.6
15.08.2023 21:30,22,2.97,9.6
15.08.2023 21:00,22,2.97,9.6
15.08.2023 20:30,22,2.97,9.6
15.08.2023 20:00,22,2.97,9.7
15.08.2023 19:30,22,2.97,9.7
15.08.2023 19:00,22,2.97,9.8
15.08.2023 18:30,22,2.97,9.9
15.08.2023 18:00,22,2.97,9.9
15.08.2023 17:30,22,2.97,10.0
15.08.2023 17:00,22,2.97,10.1
15.08.2023 16:30,22,2.97,10.2
15.08.2023 16:00,22,2.97,10.2
15.08.2023 15:30,22,2.97,10.3
15.08.2023 15:00,22,2.97,10.3
15.08.2023 14:30,22,2.97,10.3
15.08.2023 14:00,22,2.97,10.3
15.08.2023 13:30,22,2.97,10.2
15.08.2023 13:00,22,2.97,10.2
15.08.2023 12:30,22,2.97,10.1
15.08.2023 12:00,22,2.97,10.0
15.08.2023 11:30,22,2.97,9.9
15.08.2023 11:00,22,2.97,9.9
15.08.2023 10:30,22,2.97,9.8
15.08.2023 10:00,22,2.97,9.7
15.08.2023 09:30,22,2.97,9.7
15.08.2023 09:00,22,2.97,9.6
15.08.2023 08:30,22,2.97,9.6
15.08.2023 08:00,22,2.97,9.6
15.08.2023 07:30,22,2.97,9.6
15.08.2023 07:00,22,2.97,9.6
15.08.2023 06:30,22,2.97,9.5
15.08.2023 06:00,22,2.97,9.5
15.08.2023 05:30,22,2.97,9.5
15.08.2023 05:00,22,2.97,9.5
15.08.2023 04:30,23,3.10,9.5
15.08.2023 04:00,23,3.10,9.5
15.08.2023 03:30,23,3.10,9.5
15.08.2023 03:00,22,2.97,9.5
15.08.2023 02:30,22,2.97,9.5
15.08.2023 02:00,22,2.97,9.5
15.08.2023 01:30,22,2.97,9.5
15.08.2023 01:00,22,2.97,9.5
15.08.2023 00:30,22,2.97,9.5
15.08.2023 00:00,23,3.10,9.5
14.08.2023 23:30,23,3.10,9.5
14.08.2023 23:00,23,3.10,9.5
14.08.2023 22:30,23,3.10,9.5
14.08.2023 22:00,23,3.10,9.5
14.08.2023 21:30,23,3.10,9.5
14.08.2023 21:00,23,3.10,9.5
14.08.2023 20:30,23,3.10,9.5
14.08.2023 20:00,23,3.10,9.6
14.08.2023 19:30,23,3.10,9.6
14.08.2023 19:00,24,3.24,9.7
14.08.2023 18:30,23,3.10,9.7
14.08.2023 18:00,23,3.10,9.8
14.08.2023 17:30,24,3.24,9.9
14.08.2023 17:00,24,3.24,9.9
14.08.2023 16:30,23,3.10,10.0
14.08.2023 16:00,24,3.24,10.0
14.08.2023 15:30,24,3.24,10.1
14.08.2023 15:00,24,3.24,10.2
14.08.2023 14:30,24,3.24,10.2
14.08.2023 14:00,24,3.24,10.2
14.08.2023 13:30,23,3.10,10.1
14.08.2023 13:00,23,3.10,10.0
14.08.2023 12:30,24,3.24,9.9
14.08.2023 12:00,23,3.10,9.9
14.08.2023 11:30,24,3.24,9.8
14.08.2023 11:00,23,3.10,9.7
14.08.2023 10:30,24,3.24,9.6
14.08.2023 10:00,24,3.24,9.6
14.08.2023 09:30,24,3.24,9.5
14.08.2023 09:00,24,3.24,9.4
14.08.2023 08:30,24,3.24,9.4
14.08.2023 08:00,24,3.24,9.4
14.08.2023 07:30,24,3.24,9.4
14.08.2023 07:00,24,3.24,9.4
14.08.2023 06:30,24,3.24,9.4
14.08.2023 06:00,24,3.24,9.4
14.08.2023 05:30,24,3.24,9.4
14.08.2023 05:00,24,3.24,9.4
14.08.2023 04:30,25,3.38,9.4
