Datum,Temperatura vode [°C],Smer morskega toka 2m pod gladino [°],Hitrost morskega toka 2m pod glad. [cm/s],Smer morskega toka 10m pod gladino [°],Hitrost morskega toka 10m pod glad. [cm/s],ZnaÄilna viÅ¡ina valov [m],Maksimalna viÅ¡ina valov [m],Smer valovanja [°],Perioda valovanja [s]
26.08.2023 22:00,-,-,-,-,-,-,-,-,-
26.08.2023 23:00,-,-,-,-,-,-,-,-,-
27.08.2023 00:00,-,-,-,-,-,-,-,-,-
27.08.2023 01:00,-,-,-,-,-,-,-,-,-
27.08.2023 02:00,-,-,-,-,-,-,-,-,-
27.08.2023 03:00,-,-,-,-,-,-,-,-,-
27.08.2023 04:00,-,-,-,-,-,-,-,-,-
27.08.2023 05:00,-,-,-,-,-,-,-,-,-
27.08.2023 06:00,-,-,-,-,-,-,-,-,-
27.08.2023 07:00,-,-,-,-,-,-,-,-,-
27.08.2023 08:00,-,-,-,-,-,-,-,-,-
27.08.2023 09:00,27.5,10,9,325,14,0.00,0.00,0,0
27.08.2023 10:00,27.7,162,2,328,6,0.12,0.00,281,3
27.08.2023 11:00,28.0,162,2,297,5,0.16,0.00,202,3
27.08.2023 12:00,28.2,349,11,256,7,0.16,0.00,271,3
27.08.2023 13:00,28.0,131,6,301,2,0.20,0.00,255,3
27.08.2023 14:00,27.9,105,9,292,5,0.35,0.43,239,3
27.08.2023 15:00,28.0,152,5,298,8,0.27,0.35,239,3
27.08.2023 16:00,28.0,240,14,49,1,0.23,0.00,266,3
27.08.2023 17:00,28.1,338,2,8,4,0.20,0.00,252,3
27.08.2023 18:00,28.1,262,9,321,6,0.16,0.00,316,3
27.08.2023 19:00,28.1,250,13,346,5,0.16,0.00,257,3
27.08.2023 20:00,27.9,249,11,82,6,0.12,0.00,287,3
27.08.2023 21:00,28.0,280,20,150,2,0.12,0.00,308,3
27.08.2023 22:00,28.0,266,13,180,5,0.08,0.00,298,3
27.08.2023 23:00,27.7,280,12,172,5,0.08,0.00,314,3
28.08.2023 00:00,27.6,315,9,232,5,0.04,0.00,265,3
28.08.2023 01:00,27.5,346,11,277,6,0.12,0.00,264,3
28.08.2023 02:00,27.4,308,8,198,11,0.08,0.00,323,3
28.08.2023 03:00,27.4,330,2,277,5,0.08,0.00,313,2
28.08.2023 04:00,27.4,45,2,222,7,0.04,0.00,275,3
28.08.2023 05:00,27.4,262,1,45,1,0.08,0.00,255,3
28.08.2023 06:00,27.3,335,5,84,1,0.08,0.00,243,3
28.08.2023 07:00,27.3,89,2,259,7,0.08,0.00,236,3
28.08.2023 08:00,27.3,292,2,318,4,0.31,0.23,151,2
28.08.2023 09:00,27.3,11,4,212,6,0.23,0.00,148,2
28.08.2023 10:00,27.2,55,8,193,6,0.31,0.39,203,3
28.08.2023 11:00,27.3,45,9,248,14,0.12,0.00,30,3
28.08.2023 12:00,27.2,60,11,257,13,0.16,0.00,323,3
28.08.2023 13:00,26.9,83,7,200,12,0.47,0.47,245,3
28.08.2023 14:00,26.3,86,15,260,16,0.31,0.43,6,3
28.08.2023 15:00,26.5,314,12,322,5,0.20,0.00,39,3
28.08.2023 16:00,26.6,17,11,329,13,0.23,0.00,144,3
28.08.2023 17:00,26.5,357,21,235,4,0.08,0.00,222,3
28.08.2023 18:00,26.5,345,16,353,2,0.16,0.00,334,3
28.08.2023 19:00,26.5,6,21,204,7,0.12,0.00,136,3
28.08.2023 20:00,26.5,346,26,356,22,0.23,0.00,101,2
28.08.2023 21:00,26.6,349,18,236,7,0.16,0.00,72,3
28.08.2023 22:00,26.5,346,20,46,6,0.12,0.00,89,3
28.08.2023 23:00,26.4,328,18,167,7,0.16,0.00,180,3
29.08.2023 00:00,26.3,346,30,233,15,0.16,0.00,116,3
29.08.2023 01:00,26.5,346,20,201,14,0.20,0.00,233,5
29.08.2023 02:00,26.5,17,19,231,20,0.23,0.00,244,4
29.08.2023 03:00,26.5,329,15,221,15,0.27,0.35,285,5
29.08.2023 04:00,26.5,322,6,243,12,0.27,0.55,245,4
29.08.2023 05:00,26.5,28,7,257,9,0.23,0.00,238,4
29.08.2023 06:00,26.6,285,5,273,12,0.20,0.00,227,4
29.08.2023 07:00,26.6,49,4,346,5,0.20,0.00,261,4
29.08.2023 08:00,26.6,44,11,13,9,0.20,0.00,335,3
29.08.2023 09:00,26.6,332,13,56,12,0.16,0.00,314,3
29.08.2023 10:00,26.6,305,1,22,6,0.16,0.00,328,3
29.08.2023 11:00,26.6,319,7,45,7,0.16,0.00,258,4
29.08.2023 12:00,26.5,350,7,326,4,0.20,0.00,255,3
29.08.2023 13:00,26.5,260,6,1,6,0.20,0.00,248,3
29.08.2023 14:00,26.5,274,9,235,5,0.20,0.00,258,3
29.08.2023 15:00,26.6,238,5,41,6,0.20,0.00,348,3
29.08.2023 16:00,26.2,318,5,343,21,0.12,0.00,316,3
29.08.2023 17:00,26.2,84,1,269,6,0.12,0.00,313,3
29.08.2023 18:00,26.2,340,4,294,14,0.23,0.00,207,2
29.08.2023 19:00,26.2,356,6,46,4,0.20,0.00,75,2
29.08.2023 20:00,26.2,349,9,63,5,0.12,0.00,310,3
29.08.2023 21:00,26.1,335,11,37,4,0.08,0.00,207,3
29.08.2023 22:00,25.9,309,9,357,4,0.08,0.00,5,3
29.08.2023 23:00,25.9,328,11,298,7,0.08,0.00,18,3
30.08.2023 00:00,25.9,269,6,58,1,0.20,0.00,43,2
30.08.2023 01:00,-,-,-,-,-,-,-,-,-
