Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
31.07.2023 01:30,70,-,-
31.07.2023 02:00,70,-,-
31.07.2023 02:30,70,-,-
31.07.2023 03:00,70,-,-
31.07.2023 03:30,70,-,-
31.07.2023 04:00,70,-,-
31.07.2023 04:30,70,-,-
31.07.2023 05:00,70,-,-
31.07.2023 05:30,70,-,-
31.07.2023 06:00,70,-,-
31.07.2023 06:30,70,-,-
31.07.2023 07:00,70,-,-
31.07.2023 07:30,70,-,-
31.07.2023 08:00,70,-,-
31.07.2023 08:30,70,-,-
31.07.2023 09:00,70,-,-
31.07.2023 09:30,70,-,-
31.07.2023 10:00,70,-,-
31.07.2023 10:30,70,-,-
31.07.2023 11:00,69,-,-
31.07.2023 11:30,69,-,-
31.07.2023 12:00,69,-,-
31.07.2023 12:30,69,-,-
31.07.2023 13:00,69,-,-
31.07.2023 13:30,69,-,-
31.07.2023 14:00,69,-,-
31.07.2023 14:30,69,-,-
31.07.2023 15:00,69,-,-
31.07.2023 15:30,69,-,-
31.07.2023 16:00,69,-,-
31.07.2023 16:30,68,-,-
31.07.2023 17:00,68,-,-
31.07.2023 17:30,68,-,-
31.07.2023 18:00,68,-,-
31.07.2023 18:30,68,-,-
31.07.2023 19:00,68,-,-
31.07.2023 19:30,68,-,-
31.07.2023 20:00,68,-,-
31.07.2023 20:30,68,-,-
31.07.2023 21:00,68,-,-
31.07.2023 21:30,67,-,-
31.07.2023 22:00,67,-,-
31.07.2023 22:30,67,-,-
31.07.2023 23:00,67,-,-
31.07.2023 23:30,67,-,-
01.08.2023 00:00,67,-,-
01.08.2023 00:30,67,-,-
01.08.2023 01:00,67,-,-
01.08.2023 01:30,67,-,-
01.08.2023 02:00,67,-,-
01.08.2023 02:30,67,-,-
01.08.2023 03:00,67,-,-
01.08.2023 03:30,67,-,-
01.08.2023 04:00,67,-,-
01.08.2023 04:30,67,-,-
01.08.2023 05:00,67,-,-
01.08.2023 05:30,67,-,-
01.08.2023 06:00,67,-,-
01.08.2023 06:30,67,-,-
01.08.2023 07:00,66,-,-
01.08.2023 07:30,66,-,-
01.08.2023 08:00,66,-,-
01.08.2023 08:30,66,-,-
01.08.2023 09:00,66,-,-
01.08.2023 09:30,66,-,-
01.08.2023 10:00,66,-,-
01.08.2023 10:30,66,-,-
01.08.2023 11:00,66,-,-
01.08.2023 11:30,66,-,-
01.08.2023 12:00,66,-,-
01.08.2023 12:30,66,-,-
01.08.2023 13:00,66,-,-
01.08.2023 13:30,66,-,-
01.08.2023 14:00,66,-,-
01.08.2023 14:30,66,-,-
01.08.2023 15:00,66,-,-
01.08.2023 15:30,66,-,-
01.08.2023 16:00,66,-,-
01.08.2023 16:30,66,-,-
01.08.2023 17:00,66,-,-
01.08.2023 17:30,66,-,-
01.08.2023 18:00,66,-,-
01.08.2023 18:30,66,-,-
01.08.2023 19:00,66,-,-
01.08.2023 19:30,65,-,-
01.08.2023 20:00,65,-,-
01.08.2023 20:30,65,-,-
01.08.2023 21:00,65,-,-
01.08.2023 21:30,65,-,-
01.08.2023 22:00,65,-,-
01.08.2023 22:30,65,-,-
01.08.2023 23:00,65,-,-
01.08.2023 23:30,65,-,-
02.08.2023 00:00,65,-,-
02.08.2023 00:30,65,-,-
02.08.2023 01:00,65,-,-
02.08.2023 01:30,65,-,-
02.08.2023 02:00,65,-,-
02.08.2023 02:30,65,-,-
02.08.2023 03:00,65,-,-
02.08.2023 03:30,65,-,-
02.08.2023 04:00,65,-,-
02.08.2023 04:30,67,-,-
02.08.2023 05:00,94,-,-
02.08.2023 05:30,100,-,-
02.08.2023 06:00,98,-,-
02.08.2023 06:30,96,-,-
02.08.2023 07:00,94,-,-
02.08.2023 07:30,92,-,-
02.08.2023 08:00,91,-,-
02.08.2023 08:30,90,-,-
02.08.2023 09:00,88,-,-
02.08.2023 09:30,87,-,-
02.08.2023 10:00,86,-,-
02.08.2023 10:30,85,-,-
02.08.2023 11:00,85,-,-
02.08.2023 11:30,84,-,-
02.08.2023 12:00,83,-,-
02.08.2023 12:30,83,-,-
02.08.2023 13:00,82,-,-
02.08.2023 13:30,81,-,-
02.08.2023 14:00,81,-,-
02.08.2023 14:30,80,-,-
02.08.2023 15:00,80,-,-
02.08.2023 15:30,80,-,-
02.08.2023 16:00,79,-,-
02.08.2023 16:30,79,-,-
02.08.2023 17:00,78,-,-
02.08.2023 17:30,78,-,-
02.08.2023 18:00,77,-,-
02.08.2023 18:30,77,-,-
02.08.2023 19:00,77,-,-
02.08.2023 19:30,76,-,-
02.08.2023 20:00,76,-,-
02.08.2023 20:30,76,-,-
02.08.2023 21:00,76,-,-
02.08.2023 21:30,75,-,-
02.08.2023 22:00,75,-,-
02.08.2023 22:30,75,-,-
02.08.2023 23:00,75,-,-
02.08.2023 23:30,74,-,-
03.08.2023 00:00,74,-,-
03.08.2023 00:30,74,-,-
03.08.2023 01:00,74,-,-
03.08.2023 01:30,74,-,-
03.08.2023 02:00,74,-,-
03.08.2023 02:30,73,-,-
03.08.2023 03:00,73,-,-
03.08.2023 03:30,73,-,-
03.08.2023 04:00,73,-,-
03.08.2023 04:30,73,-,-
03.08.2023 05:00,72,-,-
03.08.2023 05:30,72,-,-
03.08.2023 06:00,72,-,-
03.08.2023 06:30,72,-,-
03.08.2023 07:00,72,-,-
03.08.2023 07:30,72,-,-
03.08.2023 08:00,72,-,-
03.08.2023 08:30,72,-,-
03.08.2023 09:00,72,-,-
03.08.2023 09:30,71,-,-
03.08.2023 10:00,71,-,-
03.08.2023 10:30,71,-,-
03.08.2023 11:00,71,-,-
03.08.2023 11:30,71,-,-
03.08.2023 12:00,71,-,-
03.08.2023 12:30,71,-,-
03.08.2023 13:00,71,-,-
03.08.2023 13:30,71,-,-
03.08.2023 14:00,70,-,-
03.08.2023 14:30,70,-,-
03.08.2023 15:00,70,-,-
03.08.2023 15:30,70,-,-
