Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
30.08.2023 00:30,60,3.87,6.9
30.08.2023 00:00,60,3.87,7.0
29.08.2023 23:30,60,3.87,7.0
29.08.2023 23:00,60,3.87,7.0
29.08.2023 22:30,60,3.87,7.1
29.08.2023 22:00,60,3.87,7.1
29.08.2023 21:30,60,3.87,7.1
29.08.2023 21:00,60,3.87,7.2
29.08.2023 20:30,59,3.65,7.2
29.08.2023 20:00,60,3.87,7.2
29.08.2023 19:30,60,3.87,7.3
29.08.2023 19:00,60,3.87,7.3
29.08.2023 18:30,60,3.87,7.4
29.08.2023 18:00,60,3.87,7.4
29.08.2023 17:30,61,4.12,7.4
29.08.2023 17:00,60,3.87,7.4
29.08.2023 16:30,60,3.87,7.4
29.08.2023 16:00,61,4.12,7.4
29.08.2023 15:30,61,4.12,7.4
29.08.2023 15:00,61,4.12,7.3
29.08.2023 14:30,62,4.37,7.4
29.08.2023 14:00,62,4.37,7.4
29.08.2023 13:30,63,4.62,7.4
29.08.2023 13:00,63,4.62,7.4
29.08.2023 12:30,63,4.62,7.3
29.08.2023 12:00,63,4.62,7.3
29.08.2023 11:30,65,5.14,7.3
29.08.2023 11:00,65,5.14,7.2
29.08.2023 10:30,66,5.40,7.1
29.08.2023 10:00,67,5.67,-
29.08.2023 09:30,68,5.94,-
29.08.2023 09:00,69,6.21,-
29.08.2023 08:30,69,6.21,-
29.08.2023 08:00,70,6.49,7.0
29.08.2023 07:30,71,6.77,7.0
29.08.2023 07:00,72,7.05,-
29.08.2023 06:30,73,7.34,6.9
29.08.2023 06:00,74,7.62,-
29.08.2023 05:30,75,7.92,-
29.08.2023 05:00,77,8.51,-
29.08.2023 04:30,80,9.43,-
29.08.2023 04:00,81,9.74,-
29.08.2023 03:30,85,11.0,-
29.08.2023 03:00,88,12.0,-
29.08.2023 02:30,91,13.0,-
29.08.2023 02:00,93,13.7,-
29.08.2023 01:30,96,14.8,6.9
29.08.2023 01:00,95,14.4,-
29.08.2023 00:30,97,15.1,-
29.08.2023 00:00,97,15.1,-
28.08.2023 23:30,98,15.5,-
28.08.2023 23:00,98,15.5,7.2
28.08.2023 22:30,98,15.5,7.3
28.08.2023 22:00,98,15.5,7.4
28.08.2023 21:30,97,15.1,7.5
28.08.2023 21:00,95,14.4,7.6
28.08.2023 20:30,92,13.4,8.4
28.08.2023 20:00,82,10.1,9.6
28.08.2023 19:30,67,5.67,10.7
28.08.2023 19:00,63,4.62,11.6
28.08.2023 18:30,66,5.40,12.5
28.08.2023 18:00,56,3.04,13.4
28.08.2023 17:30,56,3.04,12.5
28.08.2023 17:00,52,2.29,11.0
28.08.2023 16:30,53,2.47,10.8
28.08.2023 16:00,52,2.29,11.2
28.08.2023 15:30,51,2.12,10.9
28.08.2023 15:00,48,1.64,11.1
28.08.2023 14:30,43,0.953,11.3
28.08.2023 14:00,39,0.518,10.5
28.08.2023 13:30,40,0.617,10.0
28.08.2023 13:00,41,0.722,9.4
28.08.2023 12:30,45,1.21,9.5
28.08.2023 12:00,45,1.21,10.1
28.08.2023 11:30,38,0.426,10.4
28.08.2023 11:00,38,0.426,10.2
28.08.2023 10:30,38,0.426,9.9
28.08.2023 10:00,39,0.518,9.3
28.08.2023 09:30,43,0.953,9.0
28.08.2023 09:00,45,1.21,9.2
28.08.2023 08:30,45,1.21,9.6
28.08.2023 08:00,38,0.426,9.6
28.08.2023 07:30,38,0.426,9.5
28.08.2023 07:00,38,0.426,9.3
28.08.2023 06:30,40,0.617,9.0
28.08.2023 06:00,45,1.21,9.0
28.08.2023 05:30,45,1.21,9.5
28.08.2023 05:00,39,0.518,9.8
28.08.2023 04:30,38,0.426,9.8
28.08.2023 04:00,38,0.426,9.7
28.08.2023 03:30,38,0.426,9.5
