Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
30.08.2023 00:30,122,0.428,18.9
30.08.2023 00:00,122,0.428,18.9
29.08.2023 23:30,123,0.469,19.0
29.08.2023 23:00,122,0.428,19.1
29.08.2023 22:30,123,0.469,19.3
29.08.2023 22:00,123,0.469,19.4
29.08.2023 21:30,122,0.428,19.5
29.08.2023 21:00,121,0.389,19.7
29.08.2023 20:30,120,0.352,19.8
29.08.2023 20:00,120,0.352,19.9
29.08.2023 19:30,120,0.352,20.0
29.08.2023 19:00,121,0.389,20.1
29.08.2023 18:30,121,0.389,20.1
29.08.2023 18:00,122,0.428,20.2
29.08.2023 17:30,122,0.428,20.1
29.08.2023 17:00,123,0.469,20.0
29.08.2023 16:30,123,0.469,20.0
29.08.2023 16:00,123,0.469,19.8
29.08.2023 15:30,122,0.428,19.6
29.08.2023 15:00,123,0.469,19.5
29.08.2023 14:30,124,0.513,19.4
29.08.2023 14:00,124,0.513,19.3
29.08.2023 13:30,121,0.389,19.2
29.08.2023 13:00,119,0.318,19.1
29.08.2023 12:30,119,0.318,18.8
29.08.2023 12:00,119,0.318,18.7
29.08.2023 11:30,119,0.318,18.6
29.08.2023 11:00,120,0.352,18.5
29.08.2023 10:30,120,0.352,18.3
29.08.2023 10:00,120,0.352,18.2
29.08.2023 09:30,120,0.352,18.1
29.08.2023 09:00,120,0.352,18.0
29.08.2023 08:30,120,0.352,17.9
29.08.2023 08:00,121,0.389,18.0
29.08.2023 07:30,121,0.389,18.1
29.08.2023 07:00,122,0.428,18.2
29.08.2023 06:30,122,0.428,18.2
29.08.2023 06:00,123,0.469,18.3
29.08.2023 05:30,123,0.469,18.4
29.08.2023 05:00,124,0.513,18.5
29.08.2023 04:30,124,0.513,18.6
29.08.2023 04:00,125,0.559,18.7
29.08.2023 03:30,125,0.559,18.8
29.08.2023 03:00,126,0.607,18.9
29.08.2023 02:30,126,0.607,19.0
29.08.2023 02:00,127,0.658,19.0
29.08.2023 01:30,127,0.658,19.0
29.08.2023 01:00,128,0.711,19.1
29.08.2023 00:30,128,0.711,19.2
29.08.2023 00:00,128,0.711,19.2
28.08.2023 23:30,129,0.767,19.3
28.08.2023 23:00,129,0.767,19.4
28.08.2023 22:30,130,0.825,19.4
28.08.2023 22:00,131,0.886,19.4
28.08.2023 21:30,131,0.886,19.5
28.08.2023 21:00,132,0.950,19.6
28.08.2023 20:30,131,0.886,19.8
28.08.2023 20:00,131,0.886,19.9
28.08.2023 19:30,132,0.950,20.0
28.08.2023 19:00,133,1.02,20.1
28.08.2023 18:30,134,1.09,20.2
28.08.2023 18:00,135,1.16,20.3
28.08.2023 17:30,137,1.31,20.5
28.08.2023 17:00,137,1.31,20.5
28.08.2023 16:30,138,1.39,20.6
28.08.2023 16:00,138,1.39,20.7
28.08.2023 15:30,138,1.39,20.9
28.08.2023 15:00,138,1.39,21.1
28.08.2023 14:30,141,1.67,21.3
28.08.2023 14:00,138,1.39,21.7
28.08.2023 13:30,124,0.513,21.9
28.08.2023 13:00,118,0.285,22.0
28.08.2023 12:30,116,0.225,22.1
28.08.2023 12:00,118,0.285,22.1
28.08.2023 11:30,118,0.285,22.1
28.08.2023 11:00,122,0.428,22.1
28.08.2023 10:30,111,0.098,22.2
28.08.2023 10:00,110,0.077,22.2
28.08.2023 09:30,110,0.077,22.3
28.08.2023 09:00,109,0.059,22.4
28.08.2023 08:30,109,0.059,22.4
28.08.2023 08:00,109,0.059,22.4
28.08.2023 07:30,109,0.059,22.4
28.08.2023 07:00,109,0.059,22.5
28.08.2023 06:30,109,0.059,22.6
28.08.2023 06:00,109,0.059,22.7
28.08.2023 05:30,109,0.059,22.8
28.08.2023 05:00,109,0.059,22.9
28.08.2023 04:30,109,0.059,23.1
28.08.2023 04:00,109,0.059,23.2
28.08.2023 03:30,109,0.059,23.5
28.08.2023 03:00,109,0.059,23.7
28.08.2023 02:30,109,0.059,23.8
28.08.2023 02:00,109,0.059,24.0
28.08.2023 01:30,109,0.059,24.2
28.08.2023 01:00,109,0.059,24.3
28.08.2023 00:30,109,0.059,24.5
28.08.2023 00:00,109,0.059,24.6
27.08.2023 23:30,109,0.059,24.7
27.08.2023 23:00,109,0.059,24.8
27.08.2023 22:30,109,0.059,24.9
27.08.2023 22:00,109,0.059,24.9
27.08.2023 21:30,109,0.059,24.9
27.08.2023 21:00,109,0.059,24.9
27.08.2023 20:30,109,0.059,24.9
27.08.2023 20:00,110,0.077,24.9
27.08.2023 19:30,110,0.077,24.8
27.08.2023 19:00,110,0.077,24.8
27.08.2023 18:30,110,0.077,24.7
27.08.2023 18:00,110,0.077,24.5
27.08.2023 17:30,110,0.077,24.4
27.08.2023 17:00,111,0.098,24.2
27.08.2023 16:30,111,0.098,24.0
27.08.2023 16:00,110,0.077,23.8
27.08.2023 15:30,111,0.098,23.7
27.08.2023 15:00,111,0.098,23.8
27.08.2023 14:30,111,0.098,23.6
27.08.2023 14:00,111,0.098,23.5
27.08.2023 13:30,111,0.098,23.2
27.08.2023 13:00,111,0.098,23.1
27.08.2023 12:30,110,0.077,22.9
27.08.2023 12:00,110,0.077,22.6
27.08.2023 11:30,110,0.077,22.4
27.08.2023 11:00,110,0.077,22.2
27.08.2023 10:30,110,0.077,21.9
27.08.2023 10:00,110,0.077,21.8
27.08.2023 09:30,109,0.059,21.7
27.08.2023 09:00,109,0.059,21.7
27.08.2023 08:30,109,0.059,21.7
27.08.2023 08:00,109,0.059,21.7
27.08.2023 07:30,109,0.059,21.7
27.08.2023 07:00,109,0.059,21.8
27.08.2023 06:30,109,0.059,21.9
27.08.2023 06:00,109,0.059,22.0
27.08.2023 05:30,109,0.059,22.2
27.08.2023 05:00,109,0.059,22.3
27.08.2023 04:30,109,0.059,22.5
27.08.2023 04:00,109,0.059,22.7
27.08.2023 03:30,108,0.042,22.9
27.08.2023 03:00,109,0.059,23.2
27.08.2023 02:30,109,0.059,23.5
27.08.2023 02:00,109,0.059,23.7
27.08.2023 01:30,110,0.077,24.0
27.08.2023 01:00,109,0.059,24.2
27.08.2023 00:30,109,0.059,24.4
27.08.2023 00:00,109,0.059,24.6
26.08.2023 23:30,109,0.059,24.8
26.08.2023 23:00,109,0.059,25.0
26.08.2023 22:30,109,0.059,25.1
26.08.2023 22:00,109,0.059,25.2
26.08.2023 21:30,109,0.059,25.2
26.08.2023 21:00,109,0.059,25.2
26.08.2023 20:30,109,0.059,25.1
26.08.2023 20:00,109,0.059,25.0
26.08.2023 19:30,110,0.077,24.9
26.08.2023 19:00,110,0.077,24.7
26.08.2023 18:30,110,0.077,24.6
26.08.2023 18:00,110,0.077,24.4
26.08.2023 17:30,110,0.077,24.2
26.08.2023 17:00,111,0.098,24.0
26.08.2023 16:30,111,0.098,23.9
26.08.2023 16:00,111,0.098,23.7
26.08.2023 15:30,111,0.098,23.6
26.08.2023 15:00,111,0.098,23.6
26.08.2023 14:30,111,0.098,23.4
26.08.2023 14:00,111,0.098,23.1
26.08.2023 13:30,111,0.098,23.0
26.08.2023 13:00,111,0.098,22.8
26.08.2023 12:30,111,0.098,22.7
26.08.2023 12:00,111,0.098,22.6
26.08.2023 11:30,110,0.077,22.5
26.08.2023 11:00,110,0.077,22.4
26.08.2023 10:30,110,0.077,22.3
26.08.2023 10:00,111,0.098,22.2
26.08.2023 09:30,110,0.077,22.0
26.08.2023 09:00,110,0.077,21.9
26.08.2023 08:30,110,0.077,21.8
26.08.2023 08:00,109,0.059,21.8
26.08.2023 07:30,109,0.059,21.9
26.08.2023 07:00,109,0.059,22.0
26.08.2023 06:30,109,0.059,22.2
26.08.2023 06:00,109,0.059,22.3
26.08.2023 05:30,109,0.059,22.5
26.08.2023 05:00,109,0.059,22.7
26.08.2023 04:30,109,0.059,22.9
26.08.2023 04:00,109,0.059,23.1
26.08.2023 03:30,109,0.059,23.4
26.08.2023 03:00,109,0.059,23.7
26.08.2023 02:30,109,0.059,23.9
26.08.2023 02:00,109,0.059,24.1
26.08.2023 01:30,109,0.059,24.4
26.08.2023 01:00,109,0.059,24.7
26.08.2023 00:30,109,0.059,25.0
26.08.2023 00:00,109,0.059,25.2
