Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
30.08.2023 00:30,122,3.05,19.8
30.08.2023 00:00,122,3.05,19.7
29.08.2023 23:30,122,3.05,19.7
29.08.2023 23:00,122,3.05,19.8
29.08.2023 22:30,123,3.14,20.1
29.08.2023 22:00,124,3.23,20.2
29.08.2023 21:30,125,3.31,20.0
29.08.2023 21:00,125,3.31,20.1
29.08.2023 20:30,126,3.41,20.4
29.08.2023 20:00,126,3.41,20.6
29.08.2023 19:30,125,3.31,20.7
29.08.2023 19:00,123,3.14,20.9
29.08.2023 18:30,121,2.97,21.1
29.08.2023 18:00,119,2.80,21.0
29.08.2023 17:30,118,2.72,21.3
29.08.2023 17:00,116,2.57,21.7
29.08.2023 16:30,116,2.57,21.9
29.08.2023 16:00,116,2.57,21.9
29.08.2023 15:30,116,2.57,22.0
29.08.2023 15:00,116,2.57,22.0
29.08.2023 14:30,116,2.57,21.8
29.08.2023 14:00,116,2.57,21.6
29.08.2023 13:30,116,2.57,21.4
29.08.2023 13:00,115,2.49,21.3
29.08.2023 12:30,115,2.49,21.0
29.08.2023 12:00,115,2.49,20.9
29.08.2023 11:30,115,2.49,20.9
29.08.2023 11:00,115,2.49,20.8
29.08.2023 10:30,115,2.49,20.7
29.08.2023 10:00,115,2.49,20.5
29.08.2023 09:30,115,2.49,20.4
29.08.2023 09:00,115,2.49,20.4
29.08.2023 08:30,115,2.49,20.4
29.08.2023 08:00,115,2.49,20.3
29.08.2023 07:30,114,2.42,20.3
29.08.2023 07:00,114,2.42,20.5
29.08.2023 06:30,114,2.42,20.6
29.08.2023 06:00,114,2.42,20.6
29.08.2023 05:30,114,2.42,20.8
29.08.2023 05:00,113,2.35,21.0
29.08.2023 04:30,113,2.35,21.1
29.08.2023 04:00,113,2.35,21.1
29.08.2023 03:30,113,2.35,21.2
29.08.2023 03:00,113,2.35,21.4
29.08.2023 02:30,113,2.35,21.6
29.08.2023 02:00,113,2.35,21.6
29.08.2023 01:30,113,2.35,21.6
29.08.2023 01:00,113,2.35,21.8
29.08.2023 00:30,113,2.35,21.9
29.08.2023 00:00,113,2.35,21.9
28.08.2023 23:30,113,2.35,22.0
28.08.2023 23:00,113,2.35,22.2
28.08.2023 22:30,113,2.35,22.3
28.08.2023 22:00,113,2.35,22.3
28.08.2023 21:30,113,2.35,22.4
28.08.2023 21:00,113,2.35,22.5
28.08.2023 20:30,113,2.35,22.7
28.08.2023 20:00,113,2.35,22.7
28.08.2023 19:30,113,2.35,22.8
28.08.2023 19:00,113,2.35,22.9
28.08.2023 18:30,113,2.35,22.9
28.08.2023 18:00,113,2.35,22.9
28.08.2023 17:30,113,2.35,23.0
28.08.2023 17:00,113,2.35,23.1
28.08.2023 16:30,113,2.35,23.0
28.08.2023 16:00,113,2.35,22.9
28.08.2023 15:30,113,2.35,22.8
28.08.2023 15:00,113,2.35,22.7
28.08.2023 14:30,113,2.35,22.7
28.08.2023 14:00,114,2.42,22.6
28.08.2023 13:30,114,2.42,22.5
28.08.2023 13:00,114,2.42,22.4
28.08.2023 12:30,113,2.35,22.2
28.08.2023 12:00,114,2.42,21.9
28.08.2023 11:30,114,2.42,21.6
28.08.2023 11:00,113,2.35,21.4
28.08.2023 10:30,113,2.35,21.3
28.08.2023 10:00,113,2.35,21.1
28.08.2023 09:30,114,2.42,20.9
28.08.2023 09:00,113,2.35,20.8
28.08.2023 08:30,113,2.35,20.8
28.08.2023 08:00,114,2.42,20.8
28.08.2023 07:30,114,2.42,20.8
28.08.2023 07:00,113,2.35,21.0
28.08.2023 06:30,113,2.35,21.2
28.08.2023 06:00,114,2.42,21.2
28.08.2023 05:30,114,2.42,21.4
28.08.2023 05:00,113,2.35,21.6
28.08.2023 04:30,114,2.42,21.8
28.08.2023 04:00,114,2.42,21.9
28.08.2023 03:30,114,2.42,22.0
28.08.2023 03:00,114,2.42,22.1
28.08.2023 02:30,114,2.42,22.3
28.08.2023 02:00,114,2.42,22.4
28.08.2023 01:30,114,2.42,22.5
28.08.2023 01:00,114,2.42,22.7
28.08.2023 00:30,114,2.42,22.9
28.08.2023 00:00,114,2.42,22.9
27.08.2023 23:30,114,2.42,23.0
27.08.2023 23:00,114,2.42,23.1
27.08.2023 22:30,114,2.42,23.4
27.08.2023 22:00,114,2.42,23.4
27.08.2023 21:30,114,2.42,23.5
