Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
31.07.2023 01:30,52,2.66,14.5
31.07.2023 02:00,52,2.66,14.4
31.07.2023 02:30,51,2.51,14.3
31.07.2023 03:00,51,2.51,14.2
31.07.2023 03:30,51,2.51,14.1
31.07.2023 04:00,50,2.36,14.1
31.07.2023 04:30,50,2.36,14.0
31.07.2023 05:00,50,2.36,14.0
31.07.2023 05:30,50,2.36,13.9
31.07.2023 06:00,50,2.36,13.8
31.07.2023 06:30,50,2.36,13.8
31.07.2023 07:00,50,2.36,13.8
31.07.2023 07:30,49,2.22,13.8
31.07.2023 08:00,49,2.22,13.8
31.07.2023 08:30,50,2.36,13.9
31.07.2023 09:00,49,2.22,14.0
31.07.2023 09:30,49,2.22,14.1
31.07.2023 10:00,48,2.07,14.4
31.07.2023 10:30,48,2.07,14.6
31.07.2023 11:00,48,2.07,14.9
31.07.2023 11:30,48,2.07,15.1
31.07.2023 12:00,48,2.07,15.4
31.07.2023 12:30,48,2.07,15.6
31.07.2023 13:00,48,2.07,15.8
31.07.2023 13:30,48,2.07,16.0
31.07.2023 14:00,48,2.07,16.2
31.07.2023 14:30,47,1.93,16.3
31.07.2023 15:00,47,1.93,16.4
31.07.2023 15:30,47,1.93,16.6
31.07.2023 16:00,47,1.93,16.6
31.07.2023 16:30,47,1.93,16.5
31.07.2023 17:00,47,1.93,16.5
31.07.2023 17:30,47,1.93,16.4
31.07.2023 18:00,46,1.79,16.3
31.07.2023 18:30,46,1.79,16.2
31.07.2023 19:00,46,1.79,16.0
31.07.2023 19:30,46,1.79,15.8
31.07.2023 20:00,46,1.79,15.6
31.07.2023 20:30,46,1.79,15.4
31.07.2023 21:00,47,1.93,15.2
31.07.2023 21:30,46,1.79,15.1
31.07.2023 22:00,46,1.79,14.9
31.07.2023 22:30,46,1.79,14.8
31.07.2023 23:00,46,1.79,14.7
31.07.2023 23:30,46,1.79,14.6
01.08.2023 00:00,46,1.79,14.5
01.08.2023 00:30,46,1.79,14.5
01.08.2023 01:00,46,1.79,14.4
01.08.2023 01:30,46,1.79,14.2
01.08.2023 02:00,46,1.79,14.1
01.08.2023 02:30,46,1.79,14.1
01.08.2023 03:00,46,1.79,14.0
01.08.2023 03:30,46,1.79,13.9
01.08.2023 04:00,46,1.79,13.9
01.08.2023 04:30,46,1.79,13.8
01.08.2023 05:00,45,1.65,13.7
01.08.2023 05:30,46,1.79,13.7
01.08.2023 06:00,46,1.79,13.6
01.08.2023 06:30,46,1.79,13.6
01.08.2023 07:00,46,1.79,13.5
01.08.2023 07:30,46,1.79,13.6
01.08.2023 08:00,46,1.79,13.6
01.08.2023 08:30,46,1.79,13.7
01.08.2023 09:00,46,1.79,13.8
01.08.2023 09:30,46,1.79,13.9
01.08.2023 10:00,45,1.65,14.0
01.08.2023 10:30,46,1.79,14.3
01.08.2023 11:00,46,1.79,14.5
01.08.2023 11:30,46,1.79,14.7
01.08.2023 12:00,45,1.65,14.8
01.08.2023 12:30,45,1.65,14.9
01.08.2023 13:00,45,1.65,14.9
01.08.2023 13:30,45,1.65,14.9
01.08.2023 14:00,45,1.65,15.0
01.08.2023 14:30,45,1.65,15.1
01.08.2023 15:00,45,1.65,15.1
01.08.2023 15:30,45,1.65,15.2
01.08.2023 16:00,45,1.65,15.2
01.08.2023 16:30,44,1.53,15.2
01.08.2023 17:00,44,1.53,15.1
01.08.2023 17:30,48,2.07,15.4
01.08.2023 18:00,52,2.66,15.7
01.08.2023 18:30,58,3.60,15.9
01.08.2023 19:00,65,4.77,16.0
01.08.2023 19:30,76,6.83,15.8
01.08.2023 20:00,107,14.3,15.9
01.08.2023 20:30,101,12.6,16.4
01.08.2023 21:00,95,11.0,16.3
01.08.2023 21:30,92,10.3,16.0
01.08.2023 22:00,85,8.71,15.9
01.08.2023 22:30,84,8.50,15.6
01.08.2023 23:00,82,8.06,15.5
01.08.2023 23:30,81,7.85,15.3
02.08.2023 00:00,78,7.23,15.2
02.08.2023 00:30,77,7.03,15.1
02.08.2023 01:00,74,6.44,15.0
02.08.2023 01:30,72,6.05,14.8
02.08.2023 02:00,70,5.68,14.7
02.08.2023 02:30,70,5.68,14.6
02.08.2023 03:00,68,5.31,14.5
02.08.2023 03:30,66,4.95,14.4
02.08.2023 04:00,65,4.77,14.2
02.08.2023 04:30,63,4.43,14.1
02.08.2023 05:00,64,4.60,14.1
02.08.2023 05:30,61,4.09,14.0
02.08.2023 06:00,61,4.09,13.9
02.08.2023 06:30,60,3.92,13.8
02.08.2023 07:00,60,3.92,13.7
02.08.2023 07:30,60,3.92,13.6
02.08.2023 08:00,58,3.60,13.6
02.08.2023 08:30,58,3.60,13.7
02.08.2023 09:00,57,3.44,13.7
02.08.2023 09:30,58,3.60,13.8
02.08.2023 10:00,57,3.44,13.8
02.08.2023 10:30,56,3.28,14.0
02.08.2023 11:00,56,3.28,14.1
02.08.2023 11:30,56,3.28,14.4
02.08.2023 12:00,56,3.28,14.7
02.08.2023 12:30,56,3.28,15.0
02.08.2023 13:00,55,3.12,15.1
02.08.2023 13:30,55,3.12,15.3
02.08.2023 14:00,54,2.96,15.5
02.08.2023 14:30,54,2.96,15.7
02.08.2023 15:00,54,2.96,15.9
02.08.2023 15:30,54,2.96,16.1
02.08.2023 16:00,54,2.96,16.2
02.08.2023 16:30,53,2.81,16.2
02.08.2023 17:00,54,2.96,16.1
02.08.2023 17:30,53,2.81,15.8
02.08.2023 18:00,53,2.81,15.8
02.08.2023 18:30,53,2.81,15.6
02.08.2023 19:00,52,2.66,15.5
02.08.2023 19:30,52,2.66,15.4
02.08.2023 20:00,52,2.66,15.2
02.08.2023 20:30,52,2.66,15.1
02.08.2023 21:00,52,2.66,15.0
02.08.2023 21:30,52,2.66,14.9
02.08.2023 22:00,52,2.66,14.8
02.08.2023 22:30,52,2.66,14.7
02.08.2023 23:00,51,2.51,14.6
02.08.2023 23:30,51,2.51,14.5
03.08.2023 00:00,51,2.51,14.5
03.08.2023 00:30,51,2.51,14.4
03.08.2023 01:00,51,2.51,14.4
03.08.2023 01:30,51,2.51,14.4
03.08.2023 02:00,51,2.51,14.4
03.08.2023 02:30,51,2.51,14.4
03.08.2023 03:00,51,2.51,14.4
03.08.2023 03:30,50,2.36,14.4
03.08.2023 04:00,50,2.36,14.4
03.08.2023 04:30,50,2.36,14.4
03.08.2023 05:00,51,2.51,14.2
03.08.2023 05:30,50,2.36,14.2
03.08.2023 06:00,50,2.36,14.2
03.08.2023 06:30,51,2.51,14.2
03.08.2023 07:00,50,2.36,14.1
03.08.2023 07:30,50,2.36,14.2
03.08.2023 08:00,50,2.36,14.2
03.08.2023 08:30,50,2.36,14.2
03.08.2023 09:00,50,2.36,14.4
03.08.2023 09:30,49,2.22,14.6
03.08.2023 10:00,50,2.36,14.8
03.08.2023 10:30,49,2.22,14.8
03.08.2023 11:00,49,2.22,14.9
03.08.2023 11:30,48,2.07,15.2
03.08.2023 12:00,49,2.22,15.5
03.08.2023 12:30,48,2.07,15.7
03.08.2023 13:00,48,2.07,15.9
03.08.2023 13:30,48,2.07,16.3
03.08.2023 14:00,48,2.07,16.4
03.08.2023 14:30,48,2.07,16.5
03.08.2023 15:00,48,2.07,16.7
03.08.2023 15:30,48,2.07,16.5
03.08.2023 16:00,47,1.93,16.4
03.08.2023 16:30,48,2.07,16.5
03.08.2023 17:00,47,1.93,16.4
03.08.2023 17:30,47,1.93,16.3
03.08.2023 18:00,48,2.07,16.2
