Datum,Vodostaj [cm],Pretok [mÂ³/s],Temperatura vode [Â°C]
17.08.2023 00:30,109,1.01,-
17.08.2023 00:00,109,1.01,-
16.08.2023 23:30,109,1.01,-
16.08.2023 23:00,109,1.01,-
16.08.2023 22:30,109,1.01,-
16.08.2023 22:00,109,1.01,-
16.08.2023 21:30,109,1.01,-
16.08.2023 21:00,109,1.01,-
16.08.2023 20:30,109,1.01,-
16.08.2023 20:00,109,1.01,-
16.08.2023 19:30,109,1.01,-
16.08.2023 19:00,109,1.01,-
16.08.2023 18:30,109,1.01,-
16.08.2023 18:00,109,1.01,-
16.08.2023 17:30,109,1.01,-
16.08.2023 17:00,109,1.01,-
16.08.2023 16:30,108,0.945,-
16.08.2023 16:00,109,1.01,-
16.08.2023 15:30,109,1.01,-
16.08.2023 15:00,109,1.01,-
16.08.2023 14:30,109,1.01,-
16.08.2023 14:00,109,1.01,-
16.08.2023 13:30,109,1.01,-
16.08.2023 13:00,109,1.01,-
16.08.2023 12:30,109,1.01,-
16.08.2023 12:00,110,1.07,-
16.08.2023 11:30,110,1.07,-
16.08.2023 11:00,110,1.07,-
16.08.2023 10:30,110,1.07,-
16.08.2023 10:00,110,1.07,-
16.08.2023 09:30,110,1.07,-
16.08.2023 09:00,110,1.07,-
16.08.2023 08:30,110,1.07,-
16.08.2023 08:00,110,1.07,-
16.08.2023 07:30,110,1.07,-
16.08.2023 07:00,110,1.07,-
16.08.2023 06:30,109,1.01,-
16.08.2023 06:00,110,1.07,-
16.08.2023 05:30,110,1.07,-
16.08.2023 05:00,110,1.07,-
16.08.2023 04:30,110,1.07,-
16.08.2023 04:00,110,1.07,-
16.08.2023 03:30,110,1.07,-
16.08.2023 03:00,110,1.07,-
16.08.2023 02:30,110,1.07,-
16.08.2023 02:00,110,1.07,-
16.08.2023 01:30,110,1.07,-
16.08.2023 01:00,110,1.07,-
16.08.2023 00:30,110,1.07,-
16.08.2023 00:00,110,1.07,-
15.08.2023 23:30,110,1.07,-
15.08.2023 23:00,110,1.07,-
15.08.2023 22:30,110,1.07,-
15.08.2023 22:00,110,1.07,-
15.08.2023 21:30,110,1.07,-
15.08.2023 21:00,110,1.07,-
15.08.2023 20:30,110,1.07,-
15.08.2023 20:00,110,1.07,-
15.08.2023 19:30,110,1.07,-
15.08.2023 19:00,110,1.07,-
15.08.2023 18:30,110,1.07,-
15.08.2023 18:00,110,1.07,-
15.08.2023 17:30,110,1.07,-
15.08.2023 17:00,110,1.07,-
15.08.2023 16:30,110,1.07,-
15.08.2023 16:00,110,1.07,-
15.08.2023 15:30,110,1.07,-
15.08.2023 15:00,110,1.07,-
15.08.2023 14:30,111,1.13,-
15.08.2023 14:00,111,1.13,-
15.08.2023 13:30,111,1.13,-
15.08.2023 13:00,111,1.13,-
15.08.2023 12:30,111,1.13,-
15.08.2023 12:00,111,1.13,-
15.08.2023 11:30,111,1.13,-
15.08.2023 11:00,111,1.13,-
15.08.2023 10:30,111,1.13,-
15.08.2023 10:00,111,1.13,-
15.08.2023 09:30,111,1.13,-
15.08.2023 09:00,111,1.13,-
15.08.2023 08:30,111,1.13,-
15.08.2023 08:00,111,1.13,-
15.08.2023 07:30,111,1.13,-
15.08.2023 07:00,111,1.13,-
15.08.2023 06:30,110,1.07,-
15.08.2023 06:00,111,1.13,-
15.08.2023 05:30,111,1.13,-
15.08.2023 05:00,111,1.13,-
15.08.2023 04:30,111,1.13,-
15.08.2023 04:00,111,1.13,-
15.08.2023 03:30,111,1.13,-
15.08.2023 03:00,111,1.13,-
15.08.2023 02:30,111,1.13,-
15.08.2023 02:00,111,1.13,-
15.08.2023 01:30,111,1.13,-
15.08.2023 01:00,111,1.13,-
15.08.2023 00:30,111,1.13,-
15.08.2023 00:00,111,1.13,-
14.08.2023 23:30,111,1.13,-
14.08.2023 23:00,111,1.13,-
14.08.2023 22:30,111,1.13,-
14.08.2023 22:00,111,1.13,-
14.08.2023 21:30,111,1.13,-
14.08.2023 21:00,111,1.13,-
14.08.2023 20:30,111,1.13,-
14.08.2023 20:00,111,1.13,-
14.08.2023 19:30,111,1.13,-
14.08.2023 19:00,111,1.13,-
14.08.2023 18:30,111,1.13,-
14.08.2023 18:00,111,1.13,-
14.08.2023 17:30,111,1.13,-
14.08.2023 17:00,112,1.20,-
14.08.2023 16:30,111,1.13,-
14.08.2023 16:00,112,1.20,-
14.08.2023 15:30,112,1.20,-
14.08.2023 15:00,112,1.20,-
14.08.2023 14:30,112,1.20,-
14.08.2023 14:00,112,1.20,-
14.08.2023 13:30,112,1.20,-
14.08.2023 13:00,112,1.20,-
14.08.2023 12:30,112,1.20,-
14.08.2023 12:00,112,1.20,-
14.08.2023 11:30,113,1.27,-
14.08.2023 11:00,112,1.20,-
14.08.2023 10:30,113,1.27,-
14.08.2023 10:00,112,1.20,-
14.08.2023 09:30,112,1.20,-
14.08.2023 09:00,112,1.20,-
14.08.2023 08:30,112,1.20,-
14.08.2023 08:00,112,1.20,-
14.08.2023 07:30,112,1.20,-
14.08.2023 07:00,112,1.20,-
14.08.2023 06:30,112,1.20,-
14.08.2023 06:00,112,1.20,-
14.08.2023 05:30,112,1.20,-
14.08.2023 05:00,112,1.20,-
14.08.2023 04:30,112,1.20,-
14.08.2023 04:00,112,1.20,-
14.08.2023 03:30,112,1.20,-
14.08.2023 03:00,112,1.20,-
14.08.2023 02:30,112,1.20,-
14.08.2023 02:00,112,1.20,-
14.08.2023 01:30,112,1.20,-
14.08.2023 01:00,112,1.20,-
14.08.2023 00:30,112,1.20,-
14.08.2023 00:00,112,1.20,-
13.08.2023 23:30,113,1.27,-
13.08.2023 23:00,112,1.20,-
13.08.2023 22:30,112,1.20,-
13.08.2023 22:00,112,1.20,-
13.08.2023 21:30,112,1.20,-
13.08.2023 21:00,113,1.27,-
13.08.2023 20:30,112,1.20,-
13.08.2023 20:00,113,1.27,-
13.08.2023 19:30,113,1.27,-
13.08.2023 19:00,113,1.27,-
13.08.2023 18:30,112,1.20,-
13.08.2023 18:00,113,1.27,-
13.08.2023 17:30,113,1.27,-
13.08.2023 17:00,113,1.27,-
13.08.2023 16:30,113,1.27,-
13.08.2023 16:00,113,1.27,-
13.08.2023 15:30,113,1.27,-
13.08.2023 15:00,113,1.27,-
13.08.2023 14:30,113,1.27,-
13.08.2023 14:00,113,1.27,-
13.08.2023 13:30,113,1.27,-
13.08.2023 13:00,113,1.27,-
13.08.2023 12:30,113,1.27,-
13.08.2023 12:00,114,1.35,-
13.08.2023 11:30,114,1.35,-
13.08.2023 11:00,114,1.35,-
13.08.2023 10:30,114,1.35,-
13.08.2023 10:00,114,1.35,-
13.08.2023 09:30,113,1.27,-
