Datum,Vodostaj [cm],Pretok [m³/s],Temperatura vode [°C]
30.08.2023 00:30,204,108,12.4
30.08.2023 00:00,205,109,12.4
29.08.2023 23:30,205,109,12.4
29.08.2023 23:00,205,109,12.6
29.08.2023 22:30,206,111,12.6
29.08.2023 22:00,207,112,12.6
29.08.2023 21:30,207,112,12.6
29.08.2023 21:00,208,114,12.7
29.08.2023 20:30,209,115,12.8
29.08.2023 20:00,209,115,12.8
29.08.2023 19:30,209,115,12.8
29.08.2023 19:00,210,117,12.9
29.08.2023 18:30,210,117,12.9
29.08.2023 18:00,211,118,12.9
29.08.2023 17:30,212,120,12.8
29.08.2023 17:00,212,120,12.7
29.08.2023 16:30,212,120,12.7
29.08.2023 16:00,213,121,12.7
29.08.2023 15:30,213,121,12.6
29.08.2023 15:00,214,123,12.4
29.08.2023 14:30,215,124,12.4
29.08.2023 14:00,217,128,12.3
29.08.2023 13:30,215,124,12.3
29.08.2023 13:00,216,126,12.1
29.08.2023 12:30,219,131,12.0
29.08.2023 12:00,216,126,11.9
29.08.2023 11:30,215,124,11.8
29.08.2023 11:00,214,123,11.8
29.08.2023 10:30,213,121,11.8
29.08.2023 10:00,213,121,11.7
29.08.2023 09:30,214,123,11.7
29.08.2023 09:00,215,124,11.9
29.08.2023 08:30,215,124,11.9
29.08.2023 08:00,215,124,12.1
29.08.2023 07:30,216,126,12.1
29.08.2023 07:00,217,128,12.5
29.08.2023 06:30,218,129,12.9
29.08.2023 06:00,219,131,12.9
29.08.2023 05:30,220,132,12.8
29.08.2023 05:00,218,129,12.7
29.08.2023 04:30,217,128,13.0
29.08.2023 04:00,218,129,13.4
29.08.2023 03:30,220,132,13.4
29.08.2023 03:00,222,136,13.4
29.08.2023 02:30,222,136,13.4
29.08.2023 02:00,214,123,13.5
29.08.2023 01:30,212,120,13.6
29.08.2023 01:00,214,123,13.7
29.08.2023 00:30,216,126,13.8
29.08.2023 00:00,216,126,14.0
28.08.2023 23:30,216,126,14.2
28.08.2023 23:00,216,126,14.4
28.08.2023 22:30,217,128,14.6
28.08.2023 22:00,218,129,14.7
28.08.2023 21:30,217,128,14.5
28.08.2023 21:00,214,123,14.2
28.08.2023 20:30,209,115,13.9
28.08.2023 20:00,197,97.6,14.1
