Datum,Vodostaj [cm],Pretok [mÂ³/s],Temperatura vode [Â°C]
17.08.2023 00:30,77,0.497,16.0
17.08.2023 00:00,77,0.497,16.1
16.08.2023 23:30,77,0.497,16.3
16.08.2023 23:00,77,0.497,16.4
16.08.2023 22:30,77,0.497,16.5
16.08.2023 22:00,77,0.497,16.5
16.08.2023 21:30,77,0.497,16.5
16.08.2023 21:00,77,0.497,16.5
16.08.2023 20:30,77,0.497,16.6
16.08.2023 20:00,78,0.539,16.6
16.08.2023 19:30,78,0.539,16.6
16.08.2023 19:00,78,0.539,16.6
16.08.2023 18:30,79,0.582,16.5
16.08.2023 18:00,78,0.539,16.5
16.08.2023 17:30,77,0.497,16.4
16.08.2023 17:00,77,0.497,16.3
16.08.2023 16:30,77,0.497,16.2
16.08.2023 16:00,77,0.497,16.2
16.08.2023 15:30,77,0.497,16.0
16.08.2023 15:00,77,0.497,15.9
16.08.2023 14:30,77,0.497,15.7
16.08.2023 14:00,77,0.497,15.6
16.08.2023 13:30,77,0.497,15.4
16.08.2023 13:00,77,0.497,15.2
16.08.2023 12:30,77,0.497,15.1
16.08.2023 12:00,77,0.497,14.9
16.08.2023 11:30,77,0.497,14.7
16.08.2023 11:00,77,0.497,14.5
16.08.2023 10:30,77,0.497,14.4
16.08.2023 10:00,77,0.497,14.3
16.08.2023 09:30,77,0.497,14.2
16.08.2023 09:00,77,0.497,14.2
16.08.2023 08:30,77,0.497,14.2
16.08.2023 08:00,77,0.497,14.2
16.08.2023 07:30,77,0.497,14.2
16.08.2023 07:00,77,0.497,14.3
16.08.2023 06:30,77,0.497,14.4
16.08.2023 06:00,77,0.497,14.5
16.08.2023 05:30,77,0.497,14.5
16.08.2023 05:00,77,0.497,14.7
16.08.2023 04:30,77,0.497,14.8
16.08.2023 04:00,77,0.497,15.0
16.08.2023 03:30,77,0.497,15.1
16.08.2023 03:00,77,0.497,15.2
16.08.2023 02:30,77,0.497,15.3
16.08.2023 02:00,77,0.497,15.4
16.08.2023 01:30,77,0.497,15.6
16.08.2023 01:00,77,0.497,15.7
16.08.2023 00:30,77,0.497,15.8
16.08.2023 00:00,77,0.497,16.0
15.08.2023 23:30,77,0.497,16.1
15.08.2023 23:00,77,0.497,16.3
15.08.2023 22:30,77,0.497,16.4
15.08.2023 22:00,77,0.497,16.5
15.08.2023 21:30,77,0.497,16.6
15.08.2023 21:00,77,0.497,16.7
15.08.2023 20:30,77,0.497,16.8
15.08.2023 20:00,77,0.497,16.8
15.08.2023 19:30,77,0.497,16.8
15.08.2023 19:00,77,0.497,16.8
15.08.2023 18:30,77,0.497,16.7
15.08.2023 18:00,77,0.497,16.6
15.08.2023 17:30,77,0.497,16.5
15.08.2023 17:00,77,0.497,16.4
15.08.2023 16:30,78,0.539,16.2
15.08.2023 16:00,77,0.497,16.1
15.08.2023 15:30,77,0.497,15.9
15.08.2023 15:00,77,0.497,15.7
15.08.2023 14:30,77,0.497,15.6
15.08.2023 14:00,77,0.497,15.4
15.08.2023 13:30,78,0.539,15.2
15.08.2023 13:00,78,0.539,15.0
15.08.2023 12:30,78,0.539,14.8
15.08.2023 12:00,78,0.539,14.5
15.08.2023 11:30,78,0.539,14.4
15.08.2023 11:00,78,0.539,14.2
15.08.2023 10:30,77,0.497,14.1
15.08.2023 10:00,77,0.497,14.0
15.08.2023 09:30,77,0.497,13.9
15.08.2023 09:00,77,0.497,13.8
15.08.2023 08:30,77,0.497,13.8
15.08.2023 08:00,77,0.497,13.8
15.08.2023 07:30,77,0.497,13.9
15.08.2023 07:00,77,0.497,13.9
15.08.2023 06:30,77,0.497,14.0
15.08.2023 06:00,77,0.497,14.1
15.08.2023 05:30,77,0.497,14.2
15.08.2023 05:00,77,0.497,14.3
15.08.2023 04:30,77,0.497,14.4
15.08.2023 04:00,77,0.497,14.5
15.08.2023 03:30,77,0.497,14.7
15.08.2023 03:00,77,0.497,14.8
15.08.2023 02:30,77,0.497,15.0
15.08.2023 02:00,77,0.497,15.1
15.08.2023 01:30,77,0.497,15.2
15.08.2023 01:00,77,0.497,15.4
15.08.2023 00:30,77,0.497,15.5
15.08.2023 00:00,77,0.497,15.7
14.08.2023 23:30,77,0.497,15.8
14.08.2023 23:00,77,0.497,16.0
14.08.2023 22:30,77,0.497,16.1
14.08.2023 22:00,77,0.497,16.3
14.08.2023 21:30,77,0.497,16.4
14.08.2023 21:00,77,0.497,16.5
14.08.2023 20:30,78,0.539,16.5
14.08.2023 20:00,77,0.497,16.6
14.08.2023 19:30,77,0.497,16.6
14.08.2023 19:00,77,0.497,16.6
14.08.2023 18:30,77,0.497,16.5
14.08.2023 18:00,77,0.497,16.4
14.08.2023 17:30,78,0.539,16.3
14.08.2023 17:00,78,0.539,16.2
14.08.2023 16:30,78,0.539,16.0
14.08.2023 16:00,78,0.539,15.9
14.08.2023 15:30,78,0.539,15.7
14.08.2023 15:00,78,0.539,15.5
14.08.2023 14:30,78,0.539,15.3
14.08.2023 14:00,78,0.539,15.1
14.08.2023 13:30,78,0.539,15.0
14.08.2023 13:00,78,0.539,14.8
14.08.2023 12:30,78,0.539,14.5
14.08.2023 12:00,78,0.539,14.4
14.08.2023 11:30,78,0.539,14.2
14.08.2023 11:00,78,0.539,14.1
14.08.2023 10:30,78,0.539,13.9
14.08.2023 10:00,78,0.539,13.8
14.08.2023 09:30,78,0.539,13.8
14.08.2023 09:00,78,0.539,13.7
14.08.2023 08:30,78,0.539,13.7
14.08.2023 08:00,78,0.539,13.8
14.08.2023 07:30,77,0.497,13.8
