Datum,Vodostaj [cm],Pretok [mÂ³/s],Temperatura vode [Â°C]
17.08.2023 00:30,48,1.43,9.5
17.08.2023 00:00,47,1.34,9.5
16.08.2023 23:30,46,1.26,9.5
16.08.2023 23:00,47,1.34,9.5
16.08.2023 22:30,47,1.34,9.5
16.08.2023 22:00,47,1.34,9.6
16.08.2023 21:30,46,1.26,9.6
16.08.2023 21:00,47,1.34,9.6
16.08.2023 20:30,47,1.34,9.7
16.08.2023 20:00,47,1.34,9.8
16.08.2023 19:30,47,1.34,9.8
16.08.2023 19:00,47,1.34,9.9
16.08.2023 18:30,47,1.34,9.9
16.08.2023 18:00,47,1.34,9.9
16.08.2023 17:30,47,1.34,9.9
16.08.2023 17:00,47,1.34,10.0
16.08.2023 16:30,48,1.43,10.4
16.08.2023 16:00,49,1.51,10.3
16.08.2023 15:30,49,1.51,10.4
16.08.2023 15:00,47,1.34,10.5
16.08.2023 14:30,47,1.34,10.4
16.08.2023 14:00,47,1.34,10.4
16.08.2023 13:30,48,1.43,10.4
16.08.2023 13:00,47,1.34,10.2
16.08.2023 12:30,47,1.34,10.0
16.08.2023 12:00,47,1.34,9.9
16.08.2023 11:30,47,1.34,9.7
16.08.2023 11:00,47,1.34,9.6
16.08.2023 10:30,47,1.34,9.5
16.08.2023 10:00,47,1.34,9.5
16.08.2023 09:30,47,1.34,9.5
16.08.2023 09:00,47,1.34,9.4
16.08.2023 08:30,47,1.34,9.4
16.08.2023 08:00,47,1.34,9.3
16.08.2023 07:30,47,1.34,9.3
16.08.2023 07:00,47,1.34,9.3
16.08.2023 06:30,47,1.34,9.3
16.08.2023 06:00,47,1.34,9.4
16.08.2023 05:30,49,1.51,9.3
16.08.2023 05:00,49,1.51,9.4
16.08.2023 04:30,49,1.51,9.4
16.08.2023 04:00,47,1.34,9.5
16.08.2023 03:30,48,1.43,9.5
16.08.2023 03:00,49,1.51,9.5
16.08.2023 02:30,49,1.51,9.5
16.08.2023 02:00,49,1.51,9.5
16.08.2023 01:30,49,1.51,9.5
16.08.2023 01:00,48,1.43,9.6
16.08.2023 00:30,48,1.43,9.7
16.08.2023 00:00,49,1.51,9.6
15.08.2023 23:30,49,1.51,9.6
15.08.2023 23:00,49,1.51,9.6
15.08.2023 22:30,48,1.43,9.6
15.08.2023 22:00,48,1.43,9.6
15.08.2023 21:30,48,1.43,9.6
15.08.2023 21:00,48,1.43,9.5
15.08.2023 20:30,48,1.43,9.6
15.08.2023 20:00,48,1.43,9.7
15.08.2023 19:30,48,1.43,9.7
15.08.2023 19:00,50,1.60,9.8
15.08.2023 18:30,50,1.60,9.9
15.08.2023 18:00,49,1.51,10.0
15.08.2023 17:30,49,1.51,10.3
15.08.2023 17:00,49,1.51,10.4
15.08.2023 16:30,49,1.51,10.4
15.08.2023 16:00,51,1.69,10.4
15.08.2023 15:30,50,1.60,10.4
15.08.2023 15:00,49,1.51,10.5
15.08.2023 14:30,49,1.51,10.5
15.08.2023 14:00,49,1.51,10.5
15.08.2023 13:30,49,1.51,10.4
15.08.2023 13:00,49,1.51,10.3
15.08.2023 12:30,50,1.60,10.1
15.08.2023 12:00,50,1.60,10.0
15.08.2023 11:30,49,1.51,10.0
15.08.2023 11:00,49,1.51,9.9
15.08.2023 10:30,49,1.51,9.8
15.08.2023 10:00,49,1.51,9.7
15.08.2023 09:30,49,1.51,9.6
15.08.2023 09:00,49,1.51,9.5
15.08.2023 08:30,49,1.51,9.5
15.08.2023 08:00,49,1.51,9.5
15.08.2023 07:30,50,1.60,9.4
15.08.2023 07:00,50,1.60,9.4
15.08.2023 06:30,49,1.51,9.4
15.08.2023 06:00,49,1.51,9.4
15.08.2023 05:30,50,1.60,9.3
15.08.2023 05:00,50,1.60,9.4
15.08.2023 04:30,50,1.60,9.4
15.08.2023 04:00,50,1.60,9.3
15.08.2023 03:30,49,1.51,9.3
15.08.2023 03:00,49,1.51,9.3
15.08.2023 02:30,50,1.60,9.3
15.08.2023 02:00,51,1.69,9.3
15.08.2023 01:30,51,1.69,9.3
15.08.2023 01:00,49,1.51,9.4
15.08.2023 00:30,49,1.51,9.4
15.08.2023 00:00,49,1.51,9.4
14.08.2023 23:30,51,1.69,9.4
14.08.2023 23:00,51,1.69,9.4
14.08.2023 22:30,50,1.60,9.4
14.08.2023 22:00,50,1.60,9.5
14.08.2023 21:30,50,1.60,9.5
14.08.2023 21:00,50,1.60,9.5
