Datum,Temperatura vode [°C],ViÅ¡ina valov [m],Vrednost periode valov [s],Smer valov [°],Hitrost morskega toka [cm/s],Smer morskega toka [°],Maksimalna viÅ¡ina valov [m]
01.08.2023 04:00,26.3,0.12,2,235,23,339,0.16
01.08.2023 03:30,26.3,0.11,2,54,15,316,0.15
01.08.2023 03:00,26.3,0.12,2,296,9,301,0.17
01.08.2023 02:30,26.4,0.12,2,71,13,293,0.19
01.08.2023 02:00,26.4,0.11,2,119,16,279,0.16
01.08.2023 01:30,26.4,0.12,2,241,15,262,0.20
01.08.2023 01:00,26.4,0.11,2,180,11,281,0.15
01.08.2023 00:30,26.5,0.11,2,243,12,286,0.16
01.08.2023 00:00,26.5,0.11,2,204,12,292,0.15
31.07.2023 23:30,26.5,0.14,2,253,7,274,0.27
31.07.2023 23:00,26.6,0.10,2,242,9,338,0.14
31.07.2023 22:30,26.6,0.12,2,254,6,2,0.16
31.07.2023 22:00,26.6,0.14,2,233,7,71,0.21
31.07.2023 21:30,26.7,0.12,2,352,5,20,0.20
31.07.2023 21:00,26.7,0.10,2,189,8,66,0.13
31.07.2023 20:30,26.7,0.11,2,208,10,63,0.17
31.07.2023 20:00,26.7,0.16,2,256,13,75,0.26
31.07.2023 19:30,26.7,0.11,2,243,13,74,0.17
31.07.2023 19:00,26.7,0.11,2,289,17,86,0.18
31.07.2023 18:30,26.8,0.11,2,139,19,92,0.16
31.07.2023 18:00,26.9,0.12,2,207,21,93,0.15
31.07.2023 17:30,26.9,0.11,2,103,18,91,0.16
31.07.2023 17:00,26.8,0.11,2,49,18,92,0.17
31.07.2023 16:30,26.8,0.13,2,347,17,114,0.20
31.07.2023 16:00,26.8,0.13,2,65,21,121,0.18
31.07.2023 15:30,26.8,0.12,2,16,19,120,0.21
31.07.2023 15:00,26.6,0.12,2,327,17,110,0.19
31.07.2023 14:30,26.6,0.12,2,230,20,131,0.18
31.07.2023 14:00,26.5,0.13,2,292,16,122,0.19
31.07.2023 13:30,26.6,0.13,2,345,13,122,0.21
31.07.2023 13:00,26.4,0.12,2,328,11,114,0.23
31.07.2023 12:30,26.3,0.14,2,66,8,134,0.21
31.07.2023 12:00,26.3,0.16,2,275,4,222,0.23
31.07.2023 11:30,26.3,0.19,2,185,11,180,0.32
31.07.2023 11:00,26.3,0.16,2,48,8,199,0.24
31.07.2023 10:30,26.3,0.18,2,203,9,194,0.24
31.07.2023 10:00,26.2,0.19,2,129,14,214,0.30
31.07.2023 09:30,26.2,0.25,2,298,10,218,0.36
31.07.2023 09:00,26.2,0.23,2,294,8,238,0.43
31.07.2023 08:30,26.2,0.22,2,129,12,231,0.37
31.07.2023 08:00,26.2,0.25,2,324,13,245,0.37
31.07.2023 07:30,26.2,0.24,2,228,15,253,0.34
31.07.2023 07:00,26.2,0.26,2,150,19,259,0.48
31.07.2023 06:30,26.2,0.24,2,333,27,247,0.37
31.07.2023 06:00,26.2,0.22,2,109,27,263,0.31
31.07.2023 05:30,26.2,0.17,2,76,11,306,0.25
31.07.2023 05:00,26.1,0.15,2,155,14,333,0.21
31.07.2023 04:30,26.1,0.11,2,47,15,323,0.14
31.07.2023 04:00,26.1,0.12,2,297,7,229,0.23
31.07.2023 03:30,26.2,0.10,2,261,6,237,0.15
31.07.2023 03:00,26.2,0.09,2,153,8,252,0.13
31.07.2023 02:30,26.2,0.12,2,4,5,277,0.18
31.07.2023 02:00,26.2,0.09,2,86,14,329,0.12
31.07.2023 01:30,26.2,0.10,2,109,5,306,0.14
