Datum,Temperatura vode [°C],ViÅ¡ina valov [m],Vrednost periode valov [s],Smer valov [°],Hitrost morskega toka [cm/s],Smer morskega toka [°],Maksimalna viÅ¡ina valov [m]
10.08.2023 12:00,25.0,0.44,2,153,27,260,0.70
10.08.2023 11:30,24.9,0.46,2,82,22,255,0.72
10.08.2023 11:00,25.0,0.52,3,64,19,271,0.83
10.08.2023 10:30,24.9,0.50,2,45,26,253,0.74
10.08.2023 10:00,24.9,0.39,2,39,24,271,0.55
10.08.2023 09:30,24.9,0.36,2,58,25,258,0.55
10.08.2023 09:00,24.8,0.30,2,193,22,270,0.41
10.08.2023 08:30,24.8,0.24,2,156,13,254,0.35
10.08.2023 08:00,24.8,0.26,2,50,14,299,0.42
10.08.2023 07:30,24.7,0.29,2,37,19,283,0.46
10.08.2023 07:00,24.8,0.34,2,79,23,269,0.57
10.08.2023 06:30,24.7,0.32,2,44,20,251,0.48
10.08.2023 06:00,24.7,0.31,2,50,27,255,0.49
10.08.2023 05:30,24.7,0.27,2,101,18,241,0.42
10.08.2023 05:00,24.6,0.25,2,89,20,234,0.36
10.08.2023 04:30,24.7,0.25,2,102,21,254,0.36
10.08.2023 04:00,24.6,0.23,2,265,21,255,0.35
10.08.2023 03:30,24.4,0.16,2,351,25,263,0.22
10.08.2023 03:00,24.3,0.11,2,309,22,279,0.17
10.08.2023 02:30,24.5,0.12,2,234,27,268,0.17
10.08.2023 02:00,24.5,0.12,2,188,27,262,0.17
10.08.2023 01:30,24.7,0.10,2,17,24,272,0.15
10.08.2023 01:00,24.8,0.09,2,272,21,263,0.11
10.08.2023 00:30,24.8,0.10,2,289,10,267,0.16
10.08.2023 00:00,25.1,0.09,2,214,9,271,0.14
09.08.2023 23:30,25.0,0.10,2,260,23,214,0.14
09.08.2023 23:00,25.1,0.09,2,244,23,180,0.14
09.08.2023 22:30,25.1,0.12,3,259,13,195,0.17
09.08.2023 22:00,25.0,0.12,2,285,9,269,0.17
09.08.2023 21:30,24.8,0.10,2,125,11,280,0.14
09.08.2023 21:00,24.9,0.11,2,133,6,262,0.22
09.08.2023 20:30,24.9,0.14,3,263,2,297,0.22
09.08.2023 20:00,24.9,0.11,2,284,5,270,0.15
09.08.2023 19:30,25.0,0.13,2,217,3,205,0.23
09.08.2023 19:00,25.1,0.12,2,245,4,324,0.20
09.08.2023 18:30,25.1,0.13,2,184,8,333,0.22
09.08.2023 18:00,25.1,0.15,2,210,2,151,0.23
09.08.2023 17:30,25.0,0.15,2,105,2,45,0.25
09.08.2023 17:00,25.1,0.12,2,104,8,102,0.17
09.08.2023 16:30,25.2,0.14,2,203,4,53,0.22
09.08.2023 16:00,25.1,0.14,2,258,4,70,0.21
09.08.2023 15:30,25.1,0.16,2,282,9,94,0.27
09.08.2023 15:00,25.1,0.13,2,236,2,68,0.19
09.08.2023 14:30,25.0,0.13,2,289,0,270,0.18
09.08.2023 14:00,25.0,0.14,2,282,6,129,0.22
09.08.2023 13:30,24.9,0.16,2,226,6,90,0.23
09.08.2023 13:00,24.9,0.15,2,246,9,156,0.24
09.08.2023 12:30,24.9,0.14,2,238,4,156,0.21
09.08.2023 12:00,24.8,0.14,2,293,8,176,0.20
09.08.2023 11:30,24.8,0.15,2,229,4,177,0.22
09.08.2023 11:00,24.8,0.14,2,229,9,233,0.21
09.08.2023 10:30,24.8,0.15,2,221,8,241,0.21
09.08.2023 10:00,24.8,0.15,2,261,4,167,0.22
09.08.2023 09:30,24.8,0.17,2,167,7,271,0.27
09.08.2023 09:00,24.8,0.20,2,258,2,227,0.30
09.08.2023 08:30,24.8,0.20,2,204,10,283,0.28
09.08.2023 08:00,24.8,0.19,2,214,6,1,0.26
09.08.2023 07:30,24.8,0.21,2,227,12,271,0.32
09.08.2023 07:00,24.8,0.20,2,200,9,294,0.28
09.08.2023 06:30,24.8,0.19,2,219,6,286,0.30
09.08.2023 06:00,24.7,0.17,2,222,9,280,0.24
09.08.2023 05:30,24.7,0.20,2,231,8,298,0.28
09.08.2023 05:00,24.7,0.19,2,254,12,267,0.26
09.08.2023 04:30,24.7,0.20,2,259,18,279,0.27
09.08.2023 04:00,24.7,0.20,2,259,13,281,0.26
09.08.2023 03:30,24.7,0.18,2,164,13,285,0.28
09.08.2023 03:00,24.7,0.19,2,255,11,268,0.27
09.08.2023 02:30,24.7,0.20,2,82,12,291,0.30
09.08.2023 02:00,24.7,0.18,2,245,13,308,0.27
09.08.2023 01:30,24.8,0.16,2,155,14,293,0.21
09.08.2023 01:00,24.8,0.17,2,255,4,298,0.29
09.08.2023 00:30,24.8,0.18,2,227,7,328,0.25
09.08.2023 00:00,24.8,0.17,2,339,11,337,0.29
08.08.2023 23:30,24.8,0.16,2,193,5,340,0.22
08.08.2023 23:00,24.8,0.23,3,315,4,337,0.33
08.08.2023 22:30,24.8,0.17,3,217,15,314,0.30
08.08.2023 22:00,24.9,0.17,2,229,15,358,0.28
08.08.2023 21:30,25.1,0.16,2,190,11,331,0.25
08.08.2023 21:00,25.1,0.17,2,306,1,16,0.26
08.08.2023 20:30,25.1,0.18,2,207,6,8,0.29
08.08.2023 20:00,25.1,0.20,2,223,11,11,0.31
08.08.2023 19:30,25.1,0.22,2,164,12,352,0.34
08.08.2023 19:00,25.1,0.27,2,196,9,7,0.38
08.08.2023 18:30,25.1,0.27,2,218,5,349,0.47
08.08.2023 18:00,25.2,0.31,2,225,5,302,0.47
08.08.2023 17:30,25.2,0.27,2,278,6,359,0.47
08.08.2023 17:00,25.3,0.27,2,274,6,337,0.38
08.08.2023 16:30,25.2,0.18,2,189,4,311,0.29
08.08.2023 16:00,25.3,0.14,2,274,2,230,0.29
08.08.2023 15:30,25.3,0.12,2,218,2,180,0.21
08.08.2023 15:00,25.2,0.11,2,184,1,99,0.17
08.08.2023 14:30,25.3,0.13,2,272,3,41,0.26
08.08.2023 14:00,25.0,0.14,2,202,2,234,0.24
08.08.2023 13:30,24.8,0.14,2,356,6,232,0.25
08.08.2023 13:00,24.8,0.14,2,9,5,245,0.22
08.08.2023 12:30,24.8,0.16,2,35,3,297,0.30
08.08.2023 12:00,24.7,0.14,2,221,4,244,0.21
08.08.2023 11:30,24.7,0.13,2,266,10,229,0.20
08.08.2023 11:00,24.7,0.14,2,142,11,245,0.23
08.08.2023 10:30,24.7,0.16,2,217,12,261,0.26
08.08.2023 10:00,24.6,0.16,2,239,16,263,0.23
08.08.2023 09:30,24.6,0.23,3,258,14,268,0.36
08.08.2023 09:00,24.6,0.18,2,138,21,265,0.33
08.08.2023 08:30,24.6,0.13,2,222,19,257,0.19
08.08.2023 08:00,24.6,0.14,2,170,12,263,0.22
08.08.2023 07:30,24.6,0.15,2,343,12,270,0.23
08.08.2023 07:00,24.7,0.15,2,263,15,270,0.24
08.08.2023 06:30,24.7,0.16,2,46,14,282,0.22
08.08.2023 06:00,24.7,0.18,2,231,17,262,0.29
08.08.2023 05:30,24.9,0.16,2,122,18,256,0.23
08.08.2023 05:00,24.9,0.18,2,256,19,268,0.28
08.08.2023 04:30,24.9,0.17,2,308,21,258,0.25
08.08.2023 04:00,24.8,0.19,2,210,21,272,0.29
08.08.2023 03:30,24.8,0.16,2,195,23,263,0.24
08.08.2023 03:00,24.7,0.16,2,230,22,267,0.26
08.08.2023 02:30,24.7,0.20,2,41,21,262,0.26
08.08.2023 02:00,24.7,0.22,2,190,21,234,0.39
08.08.2023 01:30,24.7,0.22,2,80,11,282,0.31
08.08.2023 01:00,24.7,0.23,2,114,17,299,0.38
08.08.2023 00:30,24.8,0.29,2,250,25,267,0.41
08.08.2023 00:00,24.8,0.28,2,305,25,245,0.45
07.08.2023 23:30,24.9,0.27,2,198,26,254,0.46
07.08.2023 23:00,25.0,0.20,2,222,24,250,0.31
07.08.2023 22:30,25.0,0.15,2,221,24,263,0.22
07.08.2023 22:00,25.0,0.17,2,16,21,204,0.24
07.08.2023 21:30,25.0,0.18,2,73,9,304,0.29
07.08.2023 21:00,25.1,0.25,2,187,17,235,0.44
07.08.2023 20:30,25.2,0.34,2,27,24,244,0.53
07.08.2023 20:00,25.2,0.41,2,316,22,236,0.78
07.08.2023 19:30,25.3,0.25,2,267,21,220,0.35
07.08.2023 19:00,25.3,0.17,2,118,8,193,0.24
07.08.2023 18:30,25.4,0.18,2,329,10,160,0.31
07.08.2023 18:00,25.6,0.16,2,331,2,87,0.23
07.08.2023 17:30,25.5,0.15,2,260,7,95,0.25
07.08.2023 17:00,25.7,0.17,2,266,11,81,0.30
07.08.2023 16:30,25.7,0.15,2,339,9,95,0.20
07.08.2023 16:00,25.6,0.16,2,278,13,70,0.26
07.08.2023 15:30,25.6,0.16,2,243,12,59,0.24
07.08.2023 15:00,25.5,0.16,2,292,6,75,0.23
07.08.2023 14:30,25.4,0.16,2,274,9,94,0.22
07.08.2023 14:00,25.4,0.15,2,239,8,68,0.21
07.08.2023 13:30,25.3,0.15,2,192,14,81,0.21
07.08.2023 13:00,25.4,0.13,2,221,11,107,0.21
07.08.2023 12:30,25.4,0.15,2,235,13,98,0.20
07.08.2023 12:00,25.3,0.18,2,67,16,117,0.30
07.08.2023 11:30,25.3,0.12,2,325,14,117,0.17
07.08.2023 11:00,25.3,0.15,2,230,11,136,0.20
07.08.2023 10:30,25.2,0.15,2,178,12,148,0.23
07.08.2023 10:00,25.2,0.18,2,5,10,127,0.29
07.08.2023 09:30,25.2,0.19,2,278,9,147,0.25
07.08.2023 09:00,25.2,0.15,2,358,9,199,0.24
07.08.2023 08:30,25.2,0.12,2,163,8,199,0.22
07.08.2023 08:00,25.1,0.14,2,277,14,186,0.24
07.08.2023 07:30,25.1,0.20,2,274,5,188,0.36
07.08.2023 07:00,25.1,0.18,2,225,19,170,0.28
07.08.2023 06:30,25.2,0.15,2,264,20,179,0.24
07.08.2023 06:00,25.2,0.16,2,306,7,199,0.23
07.08.2023 05:30,25.2,0.19,2,239,10,283,0.26
07.08.2023 05:00,25.2,0.18,2,360,14,315,0.31
07.08.2023 04:30,25.1,0.21,2,182,21,235,0.32
07.08.2023 04:00,25.1,0.24,2,185,17,225,0.36
07.08.2023 03:30,25.1,0.27,2,259,14,270,0.39
07.08.2023 03:00,25.1,0.32,2,135,12,236,0.48
07.08.2023 02:30,25.1,0.33,2,334,14,210,0.49
07.08.2023 02:00,25.1,0.37,2,275,11,190,0.54
07.08.2023 01:30,25.1,0.38,2,236,14,144,0.65
07.08.2023 01:00,25.1,0.40,2,80,15,146,0.61
07.08.2023 00:30,25.1,0.40,2,68,6,179,0.64
07.08.2023 00:00,25.1,0.30,2,333,8,154,0.50
06.08.2023 23:30,25.1,0.32,2,291,15,237,0.51
06.08.2023 23:00,25.3,0.34,2,153,13,271,0.51
06.08.2023 22:30,25.2,0.35,2,245,21,267,0.58
06.08.2023 22:00,25.2,0.34,2,262,18,303,0.49
06.08.2023 21:30,25.2,0.42,2,16,15,295,0.69
06.08.2023 21:00,25.2,0.45,2,325,12,304,0.58
06.08.2023 20:30,25.3,0.57,2,36,15,263,0.85
06.08.2023 20:00,25.2,0.80,3,30,17,268,1.24
06.08.2023 19:30,25.3,0.79,3,31,20,250,1.32
06.08.2023 19:00,25.3,0.85,3,31,16,225,1.37
06.08.2023 18:30,25.4,0.33,2,237,10,280,0.50
06.08.2023 18:00,25.4,0.32,2,241,6,270,0.61
06.08.2023 17:30,25.5,0.30,2,323,15,274,0.51
06.08.2023 17:00,25.6,0.32,2,221,3,308,0.52
06.08.2023 16:30,25.5,0.29,2,206,3,354,0.44
06.08.2023 16:00,25.5,0.26,2,286,11,15,0.36
06.08.2023 15:30,25.6,0.25,2,178,4,32,0.34
06.08.2023 15:00,25.5,0.20,2,56,6,40,0.34
06.08.2023 14:30,25.4,0.23,2,269,10,19,0.33
06.08.2023 14:00,25.4,0.23,2,225,2,322,0.32
06.08.2023 13:30,25.4,0.23,2,218,13,29,0.36
06.08.2023 13:00,25.4,0.20,2,167,14,21,0.32
06.08.2023 12:30,25.2,0.18,2,235,13,27,0.29
06.08.2023 12:00,25.1,0.17,2,152,13,13,0.24
06.08.2023 11:30,24.9,0.19,2,199,4,289,0.26
06.08.2023 11:00,24.8,0.16,2,235,9,286,0.22
06.08.2023 10:30,24.7,0.16,2,177,12,294,0.24
06.08.2023 10:00,24.5,0.17,2,238,18,281,0.27
06.08.2023 09:30,24.5,0.16,2,160,27,292,0.26
06.08.2023 09:00,24.7,0.12,2,323,28,286,0.17
06.08.2023 08:30,24.5,0.11,2,180,8,271,0.15
06.08.2023 08:00,24.3,0.12,2,271,6,257,0.19
06.08.2023 07:30,24.4,0.11,2,213,5,37,0.16
06.08.2023 07:00,24.5,0.18,2,293,5,74,0.29
06.08.2023 06:30,24.5,0.14,2,100,6,136,0.23
06.08.2023 06:00,24.8,0.12,2,76,21,140,0.19
06.08.2023 05:30,24.9,0.12,2,332,21,125,0.17
06.08.2023 05:00,24.9,0.13,2,49,21,121,0.18
06.08.2023 04:30,24.9,0.10,2,176,15,108,0.15
06.08.2023 04:00,24.9,0.11,2,282,1,104,0.18
06.08.2023 03:30,25.1,0.15,2,293,6,136,0.23
06.08.2023 03:00,25.1,0.14,2,170,8,169,0.22
06.08.2023 02:30,25.1,0.18,2,269,9,144,0.26
06.08.2023 02:00,25.2,0.21,2,86,14,134,0.30
06.08.2023 01:30,25.2,0.25,2,320,11,160,0.40
06.08.2023 01:00,25.2,0.26,2,192,17,159,0.40
06.08.2023 00:30,25.1,0.27,2,251,12,160,0.41
06.08.2023 00:00,25.1,0.26,2,174,15,133,0.38
05.08.2023 23:30,25.1,0.22,2,193,19,142,0.34
05.08.2023 23:00,25.1,0.20,2,184,21,148,0.32
05.08.2023 22:30,25.2,0.24,2,117,22,165,0.36
05.08.2023 22:00,25.2,0.27,2,180,25,160,0.50
05.08.2023 21:30,25.2,0.32,2,309,23,189,0.51
05.08.2023 21:00,25.2,0.37,2,58,17,168,0.65
05.08.2023 20:30,25.1,0.37,2,193,16,185,0.54
05.08.2023 20:00,25.1,0.33,2,272,15,188,0.53
05.08.2023 19:30,25.1,0.35,2,243,22,191,0.54
05.08.2023 19:00,25.2,0.37,2,209,10,172,0.63
05.08.2023 18:30,25.1,0.37,2,292,22,178,0.61
05.08.2023 18:00,25.1,0.38,2,334,23,179,0.54
05.08.2023 17:30,25.1,0.39,2,324,19,181,0.50
05.08.2023 17:00,25.2,0.40,2,232,19,200,0.61
05.08.2023 16:30,25.4,0.40,2,211,13,180,0.67
05.08.2023 16:00,25.4,0.37,2,11,11,184,0.58
05.08.2023 15:30,25.4,0.36,2,218,7,183,0.56
05.08.2023 15:00,25.5,0.37,2,328,6,146,0.56
05.08.2023 14:30,25.5,0.38,2,252,11,68,0.57
05.08.2023 14:00,25.5,0.36,2,150,11,130,0.55
05.08.2023 13:30,25.5,0.35,2,6,13,112,0.50
05.08.2023 13:00,25.4,0.37,2,269,12,87,0.56
05.08.2023 12:30,25.3,0.40,2,292,12,124,0.63
05.08.2023 12:00,25.3,0.44,2,260,18,94,0.82
05.08.2023 11:30,25.3,0.46,2,326,18,95,0.81
05.08.2023 11:00,25.2,0.38,2,147,24,93,0.54
05.08.2023 10:30,25.1,0.40,2,274,15,63,0.63
05.08.2023 10:00,25.0,0.42,2,254,6,11,0.68
05.08.2023 09:30,25.2,0.39,2,293,3,167,0.53
05.08.2023 09:00,25.3,0.45,2,256,11,317,0.68
05.08.2023 08:30,25.4,0.48,2,18,15,275,0.73
05.08.2023 08:00,25.3,0.51,3,48,18,299,0.76
05.08.2023 07:30,25.3,0.53,3,68,20,290,0.84
05.08.2023 07:00,25.2,0.53,3,58,16,272,0.85
05.08.2023 06:30,25.2,0.55,3,45,8,284,0.84
05.08.2023 06:00,25.3,0.72,3,46,15,294,1.12
05.08.2023 05:30,25.4,0.68,3,49,19,266,1.00
05.08.2023 05:00,25.4,0.57,3,58,20,287,0.95
05.08.2023 04:30,25.4,0.65,3,54,13,329,0.99
05.08.2023 04:00,25.4,0.78,3,52,12,331,1.26
05.08.2023 03:30,25.4,0.88,3,48,20,353,1.47
05.08.2023 03:00,25.4,0.82,3,42,17,340,1.24
05.08.2023 02:30,25.4,0.94,3,41,16,258,1.47
05.08.2023 02:00,25.4,1.00,3,42,10,336,1.63
05.08.2023 01:30,25.6,0.96,3,48,10,270,1.45
05.08.2023 01:00,25.6,0.85,3,51,8,356,1.30
05.08.2023 00:30,25.7,0.81,3,52,13,15,1.15
05.08.2023 00:00,25.7,0.72,3,49,9,306,1.14
04.08.2023 23:30,25.7,0.53,2,101,16,1,0.78
04.08.2023 23:00,25.6,0.38,2,173,3,355,0.51
04.08.2023 22:30,25.7,0.39,3,278,8,311,0.68
04.08.2023 22:00,25.8,0.51,3,64,4,306,0.81
04.08.2023 21:30,25.8,0.47,3,71,9,257,0.66
04.08.2023 21:00,25.8,0.55,3,39,16,314,0.86
04.08.2023 20:30,25.8,0.65,3,48,4,313,1.27
04.08.2023 20:00,25.8,0.78,3,45,11,17,1.17
04.08.2023 19:30,25.8,0.73,3,54,20,313,1.14
04.08.2023 19:00,25.8,0.76,3,48,19,282,1.21
04.08.2023 18:30,25.9,0.55,2,192,16,281,0.89
04.08.2023 18:00,25.9,0.33,2,231,18,297,0.46
04.08.2023 17:30,25.8,0.30,2,222,18,270,0.47
04.08.2023 17:00,25.9,0.30,2,219,22,271,0.39
04.08.2023 16:30,25.9,0.35,2,228,19,275,0.49
04.08.2023 16:00,25.9,0.41,2,220,15,277,0.58
04.08.2023 15:30,25.9,0.41,2,245,17,282,0.57
04.08.2023 15:00,25.9,0.38,2,205,11,279,0.57
04.08.2023 14:30,25.9,0.47,3,265,15,268,0.77
04.08.2023 14:00,25.9,0.49,2,241,12,267,0.77
04.08.2023 13:30,25.9,0.51,2,252,6,270,0.69
04.08.2023 13:00,25.9,0.48,2,252,9,52,0.74
04.08.2023 12:30,25.9,0.45,3,241,5,72,0.68
04.08.2023 12:00,25.9,0.50,3,240,4,93,0.72
04.08.2023 11:30,25.9,0.54,3,244,7,279,0.78
04.08.2023 11:00,25.9,0.61,3,246,18,50,0.94
04.08.2023 10:30,25.9,0.53,3,236,20,64,0.79
04.08.2023 10:00,25.9,0.04,9,322,26,9,0.07
04.08.2023 09:30,25.9,0.24,2,246,11,358,0.38
04.08.2023 09:00,25.9,0.22,2,270,29,331,0.32
04.08.2023 08:30,26.0,0.21,2,234,33,320,0.29
04.08.2023 08:00,26.0,0.24,2,247,42,321,0.36
04.08.2023 07:30,26.0,0.26,2,265,46,333,0.37
04.08.2023 07:00,26.0,0.25,2,242,45,335,0.37
04.08.2023 06:30,26.0,0.24,2,219,47,330,0.33
04.08.2023 06:00,26.0,0.26,2,260,39,332,0.38
04.08.2023 05:30,26.1,0.30,2,238,28,331,0.43
04.08.2023 05:00,26.0,0.36,2,230,28,337,0.58
04.08.2023 04:30,26.0,0.36,2,247,19,333,0.59
04.08.2023 04:00,26.1,0.36,2,233,21,337,0.54
04.08.2023 03:30,26.2,0.33,2,225,18,335,0.45
04.08.2023 03:00,26.1,0.36,2,241,14,345,0.49
04.08.2023 02:30,26.1,0.38,2,225,13,307,0.56
04.08.2023 02:00,26.1,0.40,2,233,7,291,0.73
04.08.2023 01:30,26.1,0.39,2,228,6,308,0.58
04.08.2023 01:00,26.2,0.41,2,217,9,304,0.62
04.08.2023 00:30,26.2,0.41,2,238,8,36,0.66
04.08.2023 00:00,26.2,0.39,2,240,11,4,0.65
03.08.2023 23:30,26.2,0.35,2,239,13,352,0.53
03.08.2023 23:00,26.2,0.35,2,228,18,7,0.46
03.08.2023 22:30,26.2,0.35,2,244,9,349,0.55
03.08.2023 22:00,26.2,0.37,2,227,13,14,0.52
03.08.2023 21:30,26.2,0.33,2,239,15,14,0.50
03.08.2023 21:00,26.3,0.33,2,240,18,14,0.44
03.08.2023 20:30,26.3,0.33,2,223,15,11,0.50
03.08.2023 20:00,26.3,0.38,2,214,23,2,0.65
03.08.2023 19:30,26.4,0.33,2,221,17,1,0.53
03.08.2023 19:00,26.4,0.31,2,223,21,348,0.48
03.08.2023 18:30,26.4,0.37,2,244,22,358,0.51
03.08.2023 18:00,26.4,0.31,2,233,17,1,0.50
03.08.2023 17:30,26.4,0.32,2,265,13,3,0.48
03.08.2023 17:00,26.4,0.33,2,243,19,14,0.45
03.08.2023 16:30,26.4,0.37,2,230,15,5,0.55
03.08.2023 16:00,26.4,0.36,2,210,8,23,0.56
03.08.2023 15:30,26.4,0.35,2,201,11,347,0.52
03.08.2023 15:00,26.4,0.38,2,225,9,7,0.53
03.08.2023 14:30,26.4,0.37,2,247,8,49,0.57
03.08.2023 14:00,26.4,0.35,2,224,9,39,0.50
03.08.2023 13:30,26.4,0.36,2,218,9,55,0.64
03.08.2023 13:00,26.4,0.35,2,244,8,47,0.56
03.08.2023 12:30,26.3,0.38,2,220,11,37,0.58
03.08.2023 12:00,26.3,0.34,2,238,11,37,0.47
03.08.2023 11:30,26.3,0.35,2,246,14,34,0.51
03.08.2023 11:00,26.3,0.34,2,216,20,38,0.46
03.08.2023 10:30,26.3,0.35,2,226,21,11,0.55
03.08.2023 10:00,26.2,0.32,2,242,20,24,0.44
03.08.2023 09:30,26.3,0.29,2,244,23,28,0.41
03.08.2023 09:00,26.2,0.29,2,257,24,13,0.46
03.08.2023 08:30,26.2,0.27,2,215,26,11,0.42
03.08.2023 08:00,26.2,0.26,2,220,30,357,0.37
03.08.2023 07:30,26.2,0.20,2,220,33,341,0.29
03.08.2023 07:00,26.2,0.21,2,254,45,337,0.33
03.08.2023 06:30,26.3,0.21,2,158,49,337,0.30
03.08.2023 06:00,26.3,0.24,2,230,51,336,0.40
03.08.2023 05:30,26.3,0.18,2,240,49,326,0.27
03.08.2023 05:00,26.4,0.18,2,246,47,326,0.28
03.08.2023 04:30,26.4,0.18,2,210,45,308,0.25
03.08.2023 04:00,26.4,0.13,2,286,22,277,0.17
03.08.2023 03:30,26.4,0.14,2,270,16,253,0.23
03.08.2023 03:00,26.4,0.13,2,119,16,252,0.19
03.08.2023 02:30,26.5,0.14,2,181,19,261,0.21
03.08.2023 02:00,26.2,0.16,2,137,20,270,0.26
03.08.2023 01:30,26.2,0.15,2,343,16,267,0.22
03.08.2023 01:00,26.2,0.12,2,319,11,306,0.17
03.08.2023 00:30,26.3,0.11,2,203,7,301,0.17
03.08.2023 00:00,26.3,0.11,2,264,4,7,0.15
02.08.2023 23:30,26.3,0.12,2,253,7,38,0.18
02.08.2023 23:00,26.4,0.15,2,20,6,37,0.22
02.08.2023 22:30,26.5,0.12,2,215,9,10,0.18
02.08.2023 22:00,26.6,0.11,2,241,16,61,0.15
02.08.2023 21:30,26.7,0.12,2,280,9,47,0.20
02.08.2023 21:00,26.8,0.12,2,255,8,53,0.18
02.08.2023 20:30,26.7,0.17,2,265,8,41,0.24
02.08.2023 20:00,26.4,0.14,2,287,7,28,0.24
02.08.2023 19:30,26.4,0.14,2,232,10,353,0.21
02.08.2023 19:00,26.4,0.14,2,59,7,338,0.24
02.08.2023 18:30,26.5,0.12,2,110,3,75,0.18
02.08.2023 18:00,26.5,0.13,2,246,10,7,0.24
02.08.2023 17:30,26.4,0.12,2,267,6,75,0.17
02.08.2023 17:00,26.3,0.12,2,195,6,64,0.18
02.08.2023 16:30,26.3,0.12,2,320,14,99,0.16
02.08.2023 16:00,26.4,0.11,2,325,13,94,0.19
02.08.2023 15:30,26.4,0.12,2,358,12,69,0.18
02.08.2023 15:00,26.4,0.13,2,261,10,119,0.19
02.08.2023 14:30,26.4,0.14,2,217,8,132,0.23
02.08.2023 14:00,26.3,0.14,2,261,9,165,0.18
02.08.2023 13:30,26.3,0.14,2,240,4,152,0.23
02.08.2023 13:00,26.4,0.18,2,286,5,104,0.28
02.08.2023 12:30,26.3,0.20,2,195,5,85,0.33
02.08.2023 12:00,26.2,0.21,2,237,4,89,0.30
02.08.2023 11:30,26.2,0.24,2,219,8,135,0.35
02.08.2023 11:00,26.2,0.27,2,232,5,98,0.42
02.08.2023 10:30,26.2,0.27,2,293,7,89,0.47
02.08.2023 10:00,26.1,0.27,2,293,5,317,0.42
02.08.2023 09:30,26.1,0.29,2,247,8,223,0.52
02.08.2023 09:00,26.1,0.32,2,263,9,216,0.52
02.08.2023 08:30,26.0,0.33,2,205,8,213,0.49
02.08.2023 08:00,26.1,0.35,3,323,6,265,0.53
02.08.2023 07:30,26.1,0.39,3,88,19,290,0.66
02.08.2023 07:00,26.1,0.42,3,37,28,282,0.63
02.08.2023 06:30,26.0,0.37,2,176,36,258,0.64
02.08.2023 06:00,26.1,0.42,2,21,32,257,0.64
02.08.2023 05:30,26.1,0.47,2,33,31,281,0.71
02.08.2023 05:00,26.1,0.57,3,42,28,282,0.86
02.08.2023 04:30,26.2,0.62,3,36,28,283,0.89
02.08.2023 04:00,26.2,0.80,3,39,15,251,1.17
02.08.2023 03:30,26.2,0.72,3,41,21,264,1.30
02.08.2023 03:00,26.3,0.69,3,44,24,249,0.96
02.08.2023 02:30,26.3,0.59,3,26,31,247,0.96
02.08.2023 02:00,26.3,0.57,2,50,23,242,0.87
02.08.2023 01:30,26.3,0.56,2,41,24,236,0.86
02.08.2023 01:00,26.3,0.54,2,41,16,247,0.93
02.08.2023 00:30,26.2,0.60,3,53,13,263,0.97
02.08.2023 00:00,26.3,0.59,2,64,17,233,0.92
01.08.2023 23:30,26.3,0.59,2,87,11,233,0.93
01.08.2023 23:00,26.3,0.60,2,40,7,209,0.97
01.08.2023 22:30,26.3,0.60,2,13,7,222,1.05
01.08.2023 22:00,26.3,0.77,3,11,10,201,1.11
01.08.2023 21:30,26.3,0.47,2,23,0,53,0.77
01.08.2023 21:00,26.4,0.21,2,166,5,346,0.26
01.08.2023 20:30,26.4,0.21,2,255,10,16,0.39
01.08.2023 20:00,26.4,0.24,2,248,12,35,0.38
01.08.2023 19:30,26.4,0.28,2,270,12,43,0.44
01.08.2023 19:00,26.4,0.29,2,229,19,27,0.49
01.08.2023 18:30,26.4,0.28,2,243,18,23,0.39
01.08.2023 18:00,26.5,0.30,2,199,17,33,0.45
01.08.2023 17:30,26.5,0.36,2,229,22,22,0.53
01.08.2023 17:00,26.5,0.44,2,228,15,18,0.70
01.08.2023 16:30,26.5,0.42,2,224,11,19,0.58
01.08.2023 16:00,26.5,0.47,2,220,10,352,0.70
01.08.2023 15:30,26.4,0.38,2,253,8,5,0.54
01.08.2023 15:00,26.5,0.37,2,226,13,16,0.54
01.08.2023 14:30,26.5,0.39,2,222,8,21,0.54
01.08.2023 14:00,26.6,0.25,2,237,7,163,0.35
01.08.2023 13:30,26.5,0.29,2,246,6,159,0.46
01.08.2023 13:00,26.5,0.16,2,229,7,47,0.24
01.08.2023 12:30,26.4,0.13,2,194,7,32,0.23
01.08.2023 12:00,26.4,0.11,2,88,10,43,0.16
01.08.2023 11:30,26.4,0.10,2,189,5,78,0.16
01.08.2023 11:00,26.3,0.12,2,156,5,186,0.17
01.08.2023 10:30,26.3,0.09,2,237,7,7,0.15
01.08.2023 10:00,26.3,0.09,2,322,8,29,0.12
01.08.2023 09:30,26.3,0.09,2,273,14,4,0.15
01.08.2023 09:00,26.3,0.10,2,261,13,347,0.15
01.08.2023 08:30,26.3,0.10,2,107,21,349,0.14
01.08.2023 08:00,26.3,0.12,2,181,24,339,0.17
01.08.2023 07:30,26.3,0.11,2,15,23,356,0.16
01.08.2023 07:00,26.3,0.13,2,264,26,341,0.22
01.08.2023 06:30,26.3,0.12,2,191,17,335,0.21
01.08.2023 06:00,26.3,0.13,2,248,32,339,0.19
01.08.2023 05:30,26.2,0.11,2,143,18,340,0.14
01.08.2023 05:00,26.2,0.14,2,239,12,326,0.20
01.08.2023 04:30,26.2,0.12,2,315,14,321,0.19
